Grapheme	IPA	Note
^jacaré$	ʒ ɐ k ɐ ɾ ɛ
^Deus$	d eu ʃ
^cordeiro$	k u ɾ d ɐi ɾ u
^comer$	k u m e ɾ
^camisa$	k ɐ m i z ɐ
^que$	k w ɨ
^lágrima$	l a ɡ ɾ i m ɐ
^costa$	k ɔ ʃ t ɐ
^vazio$	v a z j u
^roncar$	ʁ õ k a ɾ
^papo$	p a p u
^redondo$	ʁ ɨ d õ d u
^tu$	t u
^pescoço$	p ɨ ʃ k ɔ s u
^cuspir$	k u ʃ p i ɾ
^amiúde$	ɐ m i u d ɨ
^poucos$	p o k u ʃ
^brinco$	b ɾ ĩ k u
^pátio$	p a t j u
^levar$	l ɨ v a ɾ
^córrego$	k ɔ ʁ ɨ ɡ u
^alugar$	ɐ l u ɡ a ɾ
^ouvir$	o v i ɾ
^pequeno$	p ɨ k w e n u
^aranha$	ɐ ɾ ɐ ɲ ɐ
^asa$	a z ɐ
^morar$	m u ɾ a ɾ
^adivinhar$	ɐ d i v i ɲ a ɾ
^caverna$	k ɐ v ɛ ɾ n ɐ
^ponte$	p õ t ɨ
^ruidoso$	ʁ ui d ɔ z u
^despido$	d ɨ ʃ p i d u
^adobe$	ɐ d ɔ b ɨ
^cana_de_açúcar$	k ɐ n ɐ + d ɨ + ɐ s u k ɐ ɾ
^quebrar$	k w ɨ b ɾ a ɾ
^cicatriz$	s i k ɐ t ɾ i ʃ
^dentro$	d ẽ t ɾ u
^estar_com_fome$	ʃ t a ɾ + k õ + f ɔ m ɨ
^tribo$	t ɾ i b u
^polegar$	p u l ɨ ɡ a ɾ
^prato$	p ɾ a t u
^abóbora$	ɐ b ɔ b u ɾ ɐ
^ruído$	ʁ u i d u
^içar$	i s a ɾ
^pedir$	p ɨ d i ɾ
^bocejar$	b u s ɨ ʒ a ɾ
^calmaria$	k a ɫ m ɐ ɾ i ɐ
^fino$	f i n u
^flor$	f l ɔ ɾ
^testículo$	t ɨ ʃ t i k u l u
^linha$	l i ɲ ɐ
^foice$	f oi s ɨ
^clã$	k l ɐ̃
^cinzas$	s ĩ z ɐ ʃ
^chupar$	ʃ u p a ɾ
^multidão$	m u ɫ t i d ɐ̃ũ
^escova$	ʃ k ɔ v ɐ
^gritar$	ɡ ɾ i t a ɾ
^deixar_cair$	d ɐi ʃ a ɾ + k ɐ i ɾ
^respirar$	ʁ ɨ ʃ p i ɾ a ɾ
^carpete$	k ɐ ɾ p ɛ t ɨ
^amassar$	ɐ m ɐ s a ɾ
^pai$	p ai
^caminhar$	k ɐ m i ɲ a ɾ
^sentir$	s ẽ t i ɾ
^repreender$	ʁ ɨ p ɾ ɨ ẽ d e ɾ
^seguro$	s ɨ ɡ u ɾ u
^sobrancelha$	s u b ɾ ɐ̃ s ɐ ʎ ɐ
^remar$	ʁ ɨ m a ɾ
^crescer$	k ɾ ɨ ʃ s e ɾ
^alimento$	ɐ l i m ẽ t u
^ferramenta$	f ɨ ʁ ɐ m ẽ t ɐ
^morro$	m ɔ ʁ u
^caro$	k a ɾ u
^chave$	ʃ a v ɨ
^areia$	ɐ ɾ ɐi ɐ
^vidro$	v i d ɾ u
^guinchar$	ɡ ĩ ʃ a ɾ
^lobo$	l ɔ b u
^relâmpago$	ʁ ɨ l ɐ̃ p ɐ ɡ u
^voltar$	v ɔ ɫ t a ɾ
^xícara$	ʃ i k ɐ ɾ ɐ
^tremer$	t ɾ ɨ m e ɾ
^inseto$	ĩ s ɛ t u
^levar_na_mão$	l ɨ v a ɾ + n a + m ɐ̃ũ
^pasto$	p a ʃ t u
^amarelo$	ɐ m ɐ ɾ ɛ l u
^nádegas$	n a d ɨ ɡ ɐ ʃ
^dois$	d oi ʃ
^poderoso$	p u d ɨ ɾ ɔ z u
^ter_pena$	t e ɾ + p ɛ n ɐ
^buscar$	b u ʃ k a ɾ
^agulha$	ɐ ɡ u ʎ ɐ
^elefante$	i l ɨ f ɐ̃ t ɨ
^vento$	v ẽ t u
^irmão_mais_velho$	i ɾ m ɐ̃ũ + m ai ʃ + v ɛ ʎ u
^viúvo$	v i u v u
^vaga-lume$	v ɐ ɡ ɐ l u m ɨ
^margem$	m a ɾ ʒ ɐ̃ĩ
^ciúme$	s i u m ɨ
^enteada$	ẽ t i a d ɐ
^descansar$	d ɨ ʃ k ɐ̃ s a ɾ
^fugir$	f u ʒ i ɾ
^má_sorte$	m a + s ɔ ɾ t ɨ
^ressonar$	ʁ ɨ s u n a ɾ
^nunca$	n ũ k ɐ
^verter$	v ɨ ɾ t e ɾ
^ficar$	f i k a ɾ
^limpo$	l ĩ p u
^guarda$	ɡ w a ɾ d ɐ
^lua$	l w a
^trigo$	t ɾ i ɡ u
^extremidade$	i ʃ t ɾ ɨ m i d a d ɨ
^ventre$	v ẽ t ɾ ɨ
^culpa$	k u ɫ p ɐ
^riacho$	ʁ j a ʃ u
^capacete$	k ɐ p ɐ s ɛ t ɨ
^mulo$	m u l u
^veado$	v i a d u
^ferir$	f ɨ ɾ i ɾ
^ajudar$	ɐ ʒ u d a ɾ
^grávida$	ɡ ɾ a v i d ɐ
^arremessar$	ɐ ʁ ɨ m ɨ s a ɾ
^ventilador$	v ẽ t i l ɐ d o ɾ
^bravo$	b ɾ a v u
^cinco$	s ĩ k u
^tomar$	t u m a ɾ
^vereda$	v ɨ ɾ ɛ d ɐ
^rapaz$	ʁ ɐ p a ʃ
^carpinteiro$	k ɐ ɾ p ĩ t ɐi ɾ u
^pesado$	p ɨ z a d u
^boina$	b oi n ɐ
^comprido$	k õ p ɾ i d u
^último$	u ɫ t i m u
^hábito$	a b i t u
^barraca$	b ɐ ʁ a k ɐ
^carruagem$	k ɐ ʁ w a ʒ ɐ̃ĩ
^engolir$	ẽ ɡ u l i ɾ
^sentenciar$	s ẽ t ẽ s j a ɾ
^um$	ũ
^doze$	d o z ɨ
^ídolo$	i d u l u
^perdoar$	p ɨ ɾ d u a ɾ
^enrolar$	ẽ ʁ u l a ɾ
^bronze$	b ɾ õ z ɨ
^ele$	e l ɨ
^teta$	t ɛ t ɐ
^gengiva$	ʒ ẽ ʒ i v ɐ
^respiração$	ʁ ɨ ʃ p i ɾ ɐ s ɐ̃ũ
^falar$	f ɐ l a ɾ
^afirmativo$	ɐ f i ɾ m ɐ t i v u
^tiritar$	t i ɾ i t a ɾ
^sagrado$	s ɐ ɡ ɾ a d u
^filha$	f i ʎ ɐ
^gadanha$	ɡ ɐ d ɐ ɲ ɐ
^estanho$	ʃ t ɐ ɲ u
^casa$	k a z ɐ
^casar$	k ɐ z a ɾ
^ao_lado_de$	ɐ u + l a d u + d ɨ
^nascer$	n ɐ ʃ s e ɾ
^estudar$	ʃ t u d a ɾ
^pimenta$	p i m ẽ t ɐ
^remédio$	ʁ ɨ m ɛ d j u
^tia$	t i ɐ
^escultor$	ʃ k u ɫ t o ɾ
^medir$	m ɨ d i ɾ
^cego$	s ɛ ɡ u
^morteiro$	m o ɾ t ɐi ɾ u
^mulher$	m u ʎ e ɾ
^rezar$	ʁ ɨ z a ɾ
^seis$	s ɐi ʃ
^cinto$	s ĩ t u
^encontrar$	ẽ k õ t ɾ a ɾ
^lã$	l ɐ̃
^possuir$	p u s ui ɾ
^matraca$	m ɐ t ɾ a k ɐ
^bebida_fermentada$	b ɨ b i d ɐ + f ɨ ɾ m ẽ t a d ɐ
^duvidar$	d u v i d a ɾ
^estreito$	ʃ t ɾ ɐi t u
^abanar$	ɐ b ɐ n a ɾ
^conduzir$	k õ d u z i ɾ
^língua$	l ĩ ɡ w ɐ
^candeeiro$	k ɐ̃ d ɨ ɐi ɾ u
^nevoeiro$	n ɨ v u ɐi ɾ u
^beijar$	b ɐi ʒ a ɾ
^círculo$	s i ɾ k u l u
^aldeia$	a ɫ d ɐi ɐ
^sugar$	s u ɡ a ɾ
^cozinhar$	k u z i ɲ a ɾ
^empurrar$	ẽ p u ʁ a ɾ
^chegar$	ʃ ɨ ɡ a ɾ
^preservar$	p ɾ ɨ z ɨ ɾ v a ɾ
^rolar$	ʁ u l a ɾ
^leve$	l ɛ v ɨ
^pedaço$	p ɨ d a s u
^restos$	ʁ ɛ ʃ t u ʃ
^feiticeiro$	f ɐi t i s ɐi ɾ u
^gerar$	ʒ ɨ ɾ a ɾ
^quarta-feira$	k w ɐ ɾ t ɐ f ɐi ɾ ɐ
^vestido$	v ɨ ʃ t i d u
^irmã$	i ɾ m ɐ̃
^reunir$	ʁ eu n i ɾ
^barriga_da_perna$	b ɐ ʁ i ɡ ɐ + d ɐ + p ɛ ɾ n ɐ
^erva$	ɛ ɾ v ɐ
^vitória$	v i t ɔ ɾ i ɐ
^artéria$	ɐ ɾ t ɛ ɾ i ɐ
^órfão$	ɔ ɾ f ɐ̃ũ
^escudo$	ʃ k u d u
^teia_de_aranha$	t ɐi ɐ + d ɨ + ɐ ɾ ɐ ɲ ɐ
^ponta$	p õ t ɐ
^gato$	ɡ a t u
^suportar$	s u p o ɾ t a ɾ
^carneiro$	k ɐ ɾ n ɐi ɾ u
^fome$	f ɔ m ɨ
^onda$	õ d ɐ
^altar$	a ɫ t a ɾ
^intenção$	ĩ t ẽ s ɐ̃ũ
^nuvem$	n u v ɐ̃ĩ
^prisioneiro$	p ɾ i z j u n ɐi ɾ u
^lombriga$	l õ b ɾ i ɡ ɐ
^lábio$	l a b j u
^forcado$	f u ɾ k a d u
^amargo$	ɐ m a ɾ ɡ u
^céu$	s ɛu
^toco$	t ɔ k u
^devagar$	d ɨ v ɐ ɡ a ɾ
^cérebro$	s ɛ ɾ ɨ b ɾ u
^olhar_para$	o ʎ a ɾ + p ɐ ɾ ɐ
^molar$	m u l a ɾ
^apanhar$	ɐ p ɐ ɲ a ɾ
^lavrador$	l ɐ v ɾ ɐ d o ɾ
^pinça$	p ĩ s ɐ
^têmpora$	t ẽ p u ɾ ɐ
^julgamento$	ʒ u ɫ ɡ ɐ m ẽ t u
^precipício$	p ɾ ɨ s i p i s j u
^oleiro$	o l ɐi ɾ u
^roda$	ʁ ɔ d ɐ
^colar$	k u l a ɾ
^centeio$	s ẽ t ɐi u
^barulhento$	b ɐ ɾ u ʎ ẽ t u
^brânquia$	b ɾ ɐ̃ k i ɐ
^trapo$	t ɾ a p u
^feijão$	f ɐi ʒ ɐ̃ũ
^corpo$	k ɔ ɾ p u
^torcer$	t u ɾ s e ɾ
^coar$	k u a ɾ
^disparar$	d i ʃ p ɐ ɾ a ɾ
^bem$	b ɐ̃ĩ
^rio$	ʁ j ɔ
^julgar$	ʒ u ɫ ɡ a ɾ
^enfeite$	ẽ f ɐi t ɨ
^nu$	n u
^cume$	k u m ɨ
^bota$	b ɔ t ɐ
^estupro$	ʃ t u p ɾ u
^raiz$	ʁ ai ʃ
^gosto$	ɡ ɔ ʃ t u
^brasas$	b ɾ a z ɐ ʃ
^relatar$	ʁ ɨ l ɐ t a ɾ
^peido$	p ɐi d u
^brilhante$	b ɾ i ʎ ɐ̃ t ɨ
^negar$	n ɨ ɡ a ɾ
^misturar$	m i ʃ t u ɾ a ɾ
^viga$	v i ɡ ɐ
^preto$	p ɾ ɛ t u
^magia$	m ɐ ʒ i ɐ
^mal_cheiroso$	m a ɫ + ʃ ɐi ɾ ɔ z u
^claro$	k l a ɾ u
^livro$	l i v ɾ u
^forte$	f ɔ ɾ t ɨ
^barato$	b ɐ ɾ a t u
^disputa$	d i ʃ p u t ɐ
^mão$	m ɐ̃ũ
^fumaça$	f u m a s ɐ
^tábua$	t a b w ɐ
^delgado$	d ɛ ɫ ɡ a d u
^avó$	ɐ v ɔ
^feliz$	f ɨ l i ʃ
^menina$	m ɨ n i n ɐ
^perfurar$	p ɨ ɾ f u ɾ a ɾ
^infortúnio$	ĩ f o ɾ t u n j u
^defender$	d ɨ f ẽ d e ɾ
^recusar$	ʁ ɨ k u z a ɾ
^arroz$	ɐ ʁ ɔ ʃ
^seguir$	s ɨ ɡ i ɾ
^cozinha$	k u z i ɲ ɐ
^jogar$	ʒ u ɡ a ɾ
^sacerdote$	s ɐ s ɨ ɾ d ɔ t ɨ
^caminho$	k ɐ m i ɲ u
^idade$	i d a d ɨ
^ácido$	a s i d u
^tocha$	t ɔ ʃ ɐ
^pilhagem$	p i ʎ a ʒ ɐ̃ĩ
^ano$	ɐ n u
^navalha_de_barba$	n ɐ v a ʎ ɐ + d ɨ + b a ɾ b ɐ
^sede$	s ɛ d ɨ
^tossir$	t u s i ɾ
^sacrifício$	s ɐ k ɾ i f i s j u
^urtiga$	u ɾ t i ɡ ɐ
^piolho$	p j ɔ ʎ u
^atear$	ɐ t i a ɾ
^colecionar$	k u l ɨ s j u n a ɾ
^confessar$	k õ f ɨ s a ɾ
^fedorento$	f ɨ d u ɾ ẽ t u
^saúde$	s ɐ u d ɨ
^afogado$	ɐ f u ɡ a d u
^perna$	p ɛ ɾ n ɐ
^mandar$	m ɐ̃ d a ɾ
^cheio$	ʃ ɐi u
^afiado$	ɐ f j a d u
^fender$	f ẽ d e ɾ
^joelho$	ʒ u ɐ ʎ u
^centro$	s ẽ t ɾ u
^escola$	ʃ k ɔ l ɐ
^touro$	t o ɾ u
^faia$	f ai ɐ
^sujo$	s u ʒ u
^barata$	b ɐ ɾ a t ɐ
^elmo$	ɛ ɫ m u
^garoto$	ɡ ɐ ɾ ɔ t u
^viúva$	v i u v ɐ
^enxó$	ẽ ʃ ɔ
^jovem$	ʒ ɔ v ɐ̃ĩ
^forno$	f ɔ ɾ n u
^capa$	k a p ɐ
^ensinar$	ẽ s i n a ɾ
^leste$	l ɛ ʃ t ɨ
^quanto$	k w ɐ̃ t u
^estilingue$	ʃ t i l ĩ ɡ w ɨ
^galo$	ɡ a l u
^trança$	t ɾ ɐ̃ s ɐ
^folha$	f ɔ ʎ ɐ
^cilada$	s i l a d ɐ
^eles$	ɛ l ɨ ʃ
^odiar$	o d j a ɾ
^ferro$	f ɛ ʁ u
^antepassados$	ɐ̃ t ɨ p ɐ s a d u ʃ
^mentir$	m ẽ t i ɾ
^se$	s ɨ
^lenha$	l ɐ ɲ ɐ
^canga$	k ɐ̃ ɡ ɐ
^cola$	k ɔ l ɐ
^prenhe$	p ɾ ɐ ɲ ɨ
^rosto$	ʁ ɔ ʃ t u
^fechar$	f ɨ ʃ a ɾ
^desembarcar$	d ɨ z ẽ b ɐ ɾ k a ɾ
^cru$	k ɾ u
^sapé$	s ɐ p ɛ
^ar$	a ɾ
^irmão_mais_novo$	i ɾ m ɐ̃ũ + m ai ʒ + n ɔ v u
^igreja$	i ɡ ɾ ɐ ʒ ɐ
^cabra$	k a b ɾ ɐ
^cadeado$	k ɐ d i a d u
^voar$	v u a ɾ
^clavícula$	k l ɐ v i k u l ɐ
^ler$	l e ɾ
^assassinar$	ɐ s ɐ s i n a ɾ
^patrão$	p ɐ t ɾ ɐ̃ũ
^responder$	ʁ ɨ ʃ p õ d e ɾ
^morder$	m u ɾ d e ɾ
^úmido$	u m i d u
^árvore$	a ɾ v u ɾ ɨ
^perigo$	p ɨ ɾ i ɡ u
^flauta$	f l au t ɐ
^redemoinho$	ʁ ɨ d ɨ m oi ɲ u
^coisa$	k oi z ɐ
^envolver$	ẽ v ɔ ɫ v e ɾ
^fantasma$	f ɐ̃ t a ʒ m ɐ
^áspero$	a ʃ p ɨ ɾ u
^coador$	k u ɐ d o ɾ
^desejo$	d ɨ z ɐ ʒ u
^quintal$	k ĩ t a ɫ
^cacete$	k ɐ s ɛ t ɨ
^peúga$	p ɨ u ɡ ɐ
^lêndea$	l ẽ d i ɐ
^sovaco$	s u v a k u
^teto$	t ɛ t u
^cachoeira$	k ɐ ʃ u ɐi ɾ ɐ
^casada$	k ɐ z a d ɐ
^bezerro$	b ɨ z ɛ ʁ u
^sogra$	s ɔ ɡ ɾ ɐ
^torto$	t ɔ ɾ t u
^abeto$	ɐ b ɛ t u
^bebê$	b ɨ b e
^ir-se_embora$	i ɾ s ɨ + ẽ b ɔ ɾ ɐ
^largo$	l a ɾ ɡ u
^por_quê$	p u ɾ + k w e
^gripe$	ɡ ɾ i p ɨ
^cadeira$	k ɐ d ɐi ɾ ɐ
^tabaco$	t ɐ b a k u
^testemunha$	t ɨ ʃ t ɨ m u ɲ ɐ
^laguna$	l ɐ ɡ u n ɐ
^morcego$	m u ɾ s ɛ ɡ u
^preguiçoso$	p ɾ ɨ ɡ j s ɔ z u
^pinheiro$	p i ɲ ɐi ɾ u
^gaivota$	ɡ ɐi v ɔ t ɐ
^verduras$	v ɨ ɾ d u ɾ ɐ ʃ
^colarinho$	k u l ɐ ɾ i ɲ u
^cedo$	s ɛ d u
^nós$	n ɔ ʃ
^primavera$	p ɾ i m ɐ v e ɾ ɐ
^parecido$	p ɐ ɾ ɨ s i d u
^conspiração$	k õ ʃ p i ɾ ɐ s ɐ̃ũ
^cevada$	s ɨ v a d ɐ
^floresta$	f l u ɾ ɛ ʃ t ɐ
^muito$	m ũ j t u
^macio$	m a s j u
^lareira$	l ɐ ɾ ɐi ɾ ɐ
^oito$	oi t u
^bico$	b i k u
^dar_ordem$	d a ɾ + ɔ ɾ d ɐ̃ĩ
^abutre$	ɐ b u t ɾ ɨ
^moça$	m ɔ s ɐ
^cabeça$	k ɐ b ɛ s ɐ
^fitar$	f i t a ɾ
^enxada$	ẽ ʃ a d ɐ
^preço$	p ɾ ɛ s u
^peça$	p ɛ s ɐ
^mês$	m e ʃ
^prima$	p ɾ i m ɐ
^cantar$	k ɐ̃ t a ɾ
^este$	ʃ t ɨ
^urubu$	u ɾ u b u
^espinha_dorsal$	ʃ p i ɲ ɐ + d u ɾ s a ɫ
^pano$	p ɐ n u
^gordura$	ɡ u ɾ d u ɾ ɐ
^pele$	p ɛ l ɨ
^mandioca$	m ɐ̃ d j ɔ k ɐ
^anunciar$	ɐ n ũ s j a ɾ
^macho$	m a ʃ u
^fosso$	f ɔ s u
^flutuar$	f l u t w a ɾ
^cordel$	k u ɾ d ɛ ɫ
^tambor$	t ɐ̃ b ɔ ɾ
^proibir$	p ɾ oi b i ɾ
^adorno$	ɐ d ɔ ɾ n u
^penhasco$	p ɨ ɲ a ʃ k u
^descer$	d ɨ ʃ s e ɾ
^barbatana$	b ɐ ɾ b ɐ t ɐ n ɐ
^narina$	n ɐ ɾ i n ɐ
^cálido$	k a l i d u
^azar$	ɐ z a ɾ
^amigo$	ɐ m i ɡ u
^moldar$	m ɔ ɫ d a ɾ
^pátria$	p a t ɾ i ɐ
^viver$	v i v e ɾ
^dizer$	d i z e ɾ
^espírito$	ʃ p i ɾ i t u
^tijolo$	t i ʒ ɔ l u
^suficiente$	s u f i s i ẽ t ɨ
^palha$	p a ʎ ɐ
^curto$	k u ɾ t u
^poeta$	p u ɛ t ɐ
^regressar$	ʁ ɨ ɡ ɾ ɨ s a ɾ
^uivar$	ui v a ɾ
^linha_de_pesca$	l i ɲ ɐ + d ɨ + p ɛ ʃ k ɐ
^alvorada$	a ɫ v u ɾ a d ɐ
^almoço$	a ɫ m ɔ s u
^mau$	m au
^rasgar$	ʁ ɐ ʒ ɡ a ɾ
^fazendeiro$	f ɐ z ẽ d ɐi ɾ u
^dedo$	d ɛ d u
^mel$	m ɛ ɫ
^estábulo$	ʃ t a b u l u
^neto$	n ɛ t u
^condenar$	k õ d ɨ n a ɾ
^coxa$	k ɔ ʃ ɐ
^chuva$	ʃ u v ɐ
^sobrinho$	s u b ɾ i ɲ u
^calças$	k a ɫ s ɐ ʃ
^garota$	ɡ ɐ ɾ ɔ t ɐ
^barrote$	b ɐ ʁ ɔ t ɨ
^ombreira_da_porta$	õ b ɾ ɐi ɾ ɐ + d ɐ + p ɔ ɾ t ɐ
^servo$	s ɛ ɾ v u
^colher$	k u ʎ e ɾ
^poço$	p ɔ s u
^caveira$	k ɐ v ɐi ɾ ɐ
^salobre$	s ɐ l ɔ b ɾ ɨ
^nada$	n a d ɐ
^esculpir$	ʃ k u ɫ p i ɾ
^pus$	p u ʃ
^mais$	m ai ʃ
^vinha$	v i ɲ ɐ
^saltar$	s a ɫ t a ɾ
^segurar$	s ɨ ɡ u ɾ a ɾ
^arma$	a ɾ m ɐ
^nariz$	n ɐ ɾ i ʃ
^tragar$	t ɾ ɐ ɡ a ɾ
^só$	s ɔ
^a$	ɐ
^garra$	ɡ a ʁ ɐ
^capin$	k ɐ p ĩ
^dente$	d ẽ t ɨ
^irmão$	i ɾ m ɐ̃ũ
^suspeitar$	s u ʃ p ɐi t a ɾ
^armadura$	ɐ ɾ m ɐ d u ɾ ɐ
^murmurar$	m u ɾ m u ɾ a ɾ
^boa_sorte$	b o ɐ + s ɔ ɾ t ɨ
^bastante$	b ɐ ʃ t ɐ̃ t ɨ
^tarde$	t a ɾ d ɨ
^ver$	v e ɾ
^tronco$	t ɾ õ k u
^violação$	v j u l ɐ s ɐ̃ũ
^mar$	m a ɾ
^ajoelhar$	ɐ ʒ u ɨ ʎ a ɾ
^dinheiro$	d i ɲ ɐi ɾ u
^elas$	ɛ l ɐ ʃ
^ovelha$	o v ɐ ʎ ɐ
^fechadura$	f ɨ ʃ ɐ d u ɾ ɐ
^tear$	t i a ɾ
^meio_dia$	m ɐi u + d i ɐ
^absolver$	ɐ b s ɔ ɫ v e ɾ
^seiva$	s ɐi v ɐ
^tribunal$	t ɾ i b u n a ɫ
^fio$	f j ɔ
^paz$	p a ʃ
^fumar$	f u m a ɾ
^armadilha_de_peixa$	ɐ ɾ m ɐ d i ʎ ɐ + d ɨ + p ɐi ʃ ɐ
^belo$	b ɛ l u
^casado$	k ɐ z a d u
^estátua$	ʃ t a t w ɐ
^agouro$	ɐ ɡ o ɾ u
^casca$	k a ʃ k ɐ
^gancho$	ɡ ɐ̃ ʃ u
^debulhar$	d ɨ b u ʎ a ɾ
^torcido$	t u ɾ s i d u
^curar$	k u ɾ a ɾ
^solo$	s ɔ l u
^fígado$	f i ɡ ɐ d u
^duro$	d u ɾ u
^fácil$	f a s i ɫ
^pouco$	p o k u
^prateleira$	p ɾ ɐ t ɨ l ɐi ɾ ɐ
^norte$	n ɔ ɾ t ɨ
^argamassa$	ɐ ɾ ɡ ɐ m a s ɐ
^chaminé$	ʃ ɐ m i n ɛ
^eira$	ɐi ɾ ɐ
^umbigo$	ũ b i ɡ u
^lutar$	l u t a ɾ
^pêlo_púbico$	p e l u + p u b i k u
^escuro$	ʃ k u ɾ u
^homem$	ɔ m ɐ̃ĩ
^buraco$	b u ɾ a k u
