Grapheme	IPA	Note
^feitiçaria$	f ei tʃ i s a ɾ i ɐ
^esmagar$	i ʒ m a ɡ a ʁ
^doce$	d ɔ s i
^fedorento$	f e d o ɾ ẽ t u
^prenhe$	p ɾ e ɲ i
^forquilha$	f o ʁ k i ʎ ɐ
^misturar$	m i ʃ t u ɾ a ʁ
^comprido$	k õ p ɾ i d u
^babar$	b a b a ʁ
^redondo$	ʁ e d õ d u
^sonhar$	s o ɲ a ʁ
^axila$	a k s i l ɐ
^voltar$	v ɔu t a ʁ
^matar$	m a t a ʁ
^noz$	n ɔ ʃ
^velha$	v ɛ ʎ ɐ
^remar$	ʁ e m a ʁ
^mais$	m ai ʃ
^jóia$	ʒ ɔi ɐ
^martelo$	m a ʁ t ɛ l u
^dedo_do_pé$	d ɛ d u + d u + p ɛ
^captar$	k a p t a ʁ
^agouro$	a ɡ o ɾ u
^gosto$	ɡ ɔ ʃ t u
^rim$	ʁ ĩ
^nevoeiro$	n e v o ei ɾ u
^golfinho$	ɡ ɔu f i ɲ u
^gafanhoto$	ɡ a f ɐ ɲ ɔ t u
^morder$	m o ʁ d e ʁ
^queimar$	k ei m a ʁ
^cabaça$	k a b a s ɐ
^fraco$	f ɾ a k u
^aranha$	a ɾ ɐ ɲ ɐ
^unha$	u ɲ ɐ
^tentar$	t ẽ t a ʁ
^verdadeiro$	v e ʁ d a d ei ɾ u
^alguns$	au ɡ ũ ʃ
^dar_a_volta$	d a ʁ + a + v ɔu t ɐ
^difícil$	dʒ i f i s iu
^coxo$	k ɔ ʃ u
^golpear$	ɡ ɔu p i a ʁ
^negativo$	n e ɡ a tʃ i v u
^tremer$	t ɾ e m e ʁ
^errar$	i ʁ a ʁ
^tolo$	t ɔ l u
^sapé$	s a p ɛ
^bruxo$	b ɾ u ʃ u
^garça$	ɡ a ʁ s ɐ
^baixar$	b ai ʃ a ʁ
^guizo$	ɡ i z u
^corvo$	k ɔ ʁ v u
^avó$	a v ɔ
^liso$	l i z u
^bom$	b õ
^casa_de_reunião$	k a z ɐ + dʒ i + ʁ eu n i ɐ̃ũ
^voz$	v ɔ ʃ
^rio$	ʁ j ɔ
^remoinho$	ʁ e m oi ɲ u
^barulho$	b a ɾ u ʎ u
^explicar$	i ʃ p l i k a ʁ
^ponta$	p õ t ɐ
^clã$	k l ɐ̃
^conceber$	k õ s e b e ʁ
^teta$	t ɛ t ɐ
^respirar$	ʁ e ʃ p i ɾ a ʁ
^escama$	i ʃ k ɐ m ɐ
^povo$	p ɔ v u
^colmeia$	k ɔu m ei ɐ
^argila$	a ʁ ʒ i l ɐ
^rei$	ʁ ei
^plantar$	p l ɐ̃ t a ʁ
^massa$	m a s ɐ
^nó$	n ɔ
^vestir$	v e ʃ tʃ i ʁ
^polegar$	p o l e ɡ a ʁ
^fitar$	f i t a ʁ
^culpa$	k uu p ɐ
^comer$	k o m e ʁ
^suspeitar$	s u ʃ p ei t a ʁ
^amargo$	ɐ m a ʁ ɡ u
^sempre$	s ẽ p ɾ i
^primavera$	p ɾ i m a v e ɾ ɐ
^sangue$	s ɐ̃ ɡ i
^barriga_da_perna$	b a ʁ i ɡ ɐ + d ɐ + p ɛ ʁ n ɐ
^neto$	n ɛ t u
^espada$	i ʃ p a d ɐ
^morto$	m ɔ ʁ t u
^pedir_emprestado$	p e dʒ i ʁ + ẽ p ɾ e ʃ t a d u
^odiar$	o dʒ i a ʁ
^urubu$	u ɾ u b u
^cadeado$	k a dʒ i a d u
^irmão_mais_novo$	i ʁ m ɐ̃ũ + m ai ʒ + n ɔ v u
^ponte$	p õ tʃ i
^julgamento$	ʒ uu ɡ ɐ m ẽ t u
^esburacar$	i ʒ b u ɾ a k a ʁ
^linguiça$	l ĩ ɡ i s ɐ
^omoplata$	o m o p l a t ɐ
^negro$	n ɛ ɡ ɾ u
^mamilo$	m ɐ m i l u
^casada$	k a z a d ɐ
^perigo$	p e ɾ i ɡ u
^fundir$	f ũ dʒ i ʁ
^capacete$	k a p a s ɛ tʃ i
^jejuar$	ʒ e ʒ u a ʁ
^contente$	k õ t ẽ tʃ i
^maduro$	m a d u ɾ u
^acusar$	a k u z a ʁ
^abeto$	a b ɛ t u
^colmo$	k ɔu m u
^cadeia$	k a d ei ɐ
^âncora$	ɐ̃ k u ɾ ɐ
^anel$	ɐ n ɛu
^calmaria$	k au m a ɾ i ɐ
^calhau$	k a ʎ au
^igreja$	i ɡ ɾ e ʒ ɐ
^em_cima$	ẽĩ + s i m ɐ
^erro$	ɛ ʁ u
^castigo$	k a ʃ tʃ i ɡ u
^inchação$	ĩ ʃ a s ɐ̃ũ
^amanhecer$	ɐ m ɐ ɲ e s e ʁ
^sarar$	s a ɾ a ʁ
^colar$	k o l a ʁ
^forasteiro$	f o ɾ a ʃ t ei ɾ u
^cana_de_açúcar$	k ɐ n ɐ + dʒ i + a s u k a ʁ
^quatro$	k w a t ɾ u
^relâmpago$	ʁ e l ɐ̃ p a ɡ u
^cidadão$	s i d a d ɐ̃ũ
^bolha$	b ɔ ʎ ɐ
^açúcar$	a s u k a ʁ
^bolso$	b ɔu s u
^esquerda$	i s k ɛ ʁ d ɐ
^levar$	l e v a ʁ
^lenha$	l e ɲ ɐ
^duas_vezes$	d u a ʃ + v ɛ z e ʃ
^coador$	k o a d o ʁ
^queixoso$	k ei ʃ ɔ z u
^desembarcar$	d e z ẽ b a ʁ k a ʁ
^obedecer$	o b e d e s e ʁ
^ansiedade$	ɐ̃ s i e d a dʒ i
^nassa$	n a s ɐ
^braça$	b ɾ a s ɐ
^má_sorte$	m a + s ɔ ʁ tʃ i
^ver$	v e ʁ
^se$	s i
^elmo$	ɛu m u
^verme$	v ɛ ʁ m i
^lagarto$	l a ɡ a ʁ t u
^duro$	d u ɾ u
^atrasar$	a t ɾ a z a ʁ
^dar$	d a ʁ
^peça$	p ɛ s ɐ
^arraia$	a ʁ ai ɐ
^caveira$	k a v ei ɾ ɐ
^destruir$	d e ʃ t ɾ ui ʁ
^anzol$	ɐ̃ z ɔu
^gaivota$	ɡ ai v ɔ t ɐ
^fechadura$	f e ʃ a d u ɾ ɐ
^cintura$	s ĩ t u ɾ ɐ
^serra$	s ɛ ʁ ɐ
^raiz$	ʁ ai ʃ
^provar$	p ɾ o v a ʁ
^gadanha$	ɡ a d ɐ ɲ ɐ
^ídolo$	i d u l u
^útero$	u t e ɾ u
^morteiro$	m o ʁ t ei ɾ u
^calças$	k au s a ʃ
^seguro$	s e ɡ u ɾ u
^não$	n ɐ̃ũ
^ressonar$	ʁ e s o n a ʁ
^jardim$	ʒ a ʁ dʒ ĩ
^apanhar$	a p ɐ ɲ a ʁ
^almofariz$	au m o f a ɾ i ʃ
^escada$	i ʃ k a d ɐ
^lavar$	l a v a ʁ
^cabrito$	k a b ɾ i t u
^correto$	k o ʁ ɛ t u
^olhar_para$	o ʎ a ʁ + p a ɾ ɐ
^cozinhar$	k o z i ɲ a ʁ
^morro$	m ɔ ʁ u
^nada$	n a d ɐ
^horta$	ɔ ʁ t ɐ
^fio$	f j ɔ
^morar$	m o ɾ a ʁ
^pronto$	p ɾ õ t u
^e$	i
^cola$	k ɔ l ɐ
^verão$	v e ɾ ɐ̃ũ
^frigir$	f ɾ i ʒ i ʁ
^abelha$	a b e ʎ ɐ
^azul$	a z uu
^pálpebra$	p au p e b ɾ ɐ
^órfão$	ɔ ʁ f ɐ̃ũ
^tempo$	t ẽ p u
^pulmão$	p uu m ɐ̃ũ
^pato$	p a t u
^urso$	u ʁ s u
^ao_lado_de$	a u + l a d u + dʒ i
^disparar$	dʒ i ʃ p a ɾ a ʁ
^carruagem$	k a ʁ u a ʒ ẽĩ
^nobre$	n ɔ b ɾ i
^marido$	m a ɾ i d u
^coelho$	k o e ʎ u
^chamar$	ʃ ɐ m a ʁ
^levar_na_mão$	l e v a ʁ + n a + m ɐ̃ũ
^enteada$	ẽ tʃ i a d ɐ
^feltro$	f ɛu t ɾ u
^sacerdote$	s a s e ʁ d ɔ tʃ i
^quintal$	k ĩ t au
^fortaleza$	f o ʁ t a l ɛ z ɐ
^dizer$	dʒ i z e ʁ
^quanto$	k w ɐ̃ t u
^animal$	ɐ n i m au
^chuva$	ʃ u v ɐ
^condenar$	k õ d e n a ʁ
^nuvem$	n u v ẽĩ
^cascata$	k a ʃ k a t ɐ
^bambu$	b ɐ̃ b u
^demônio$	d e m o n j u
^mente$	m ẽ tʃ i
^mudo$	m u d u
^largo$	l a ʁ ɡ u
^gema$	ʒ ɛ m ɐ
^centro$	s ẽ t ɾ u
^pátio$	p a t j u
^centopeia$	s ẽ t o p ei ɐ
^outra_vez$	o t ɾ ɐ + v e ʃ
^vitória$	v i t ɔ ɾ i ɐ
^intestinos$	ĩ t e ʃ tʃ i n u ʃ
^flecha$	f l e ʃ ɐ
^porta$	p ɔ ʁ t ɐ
^exército$	i z ɛ ʁ s i t u
^queixo$	k ei ʃ u
^umbral$	ũ b ɾ au
^hóspede$	ɔ ʃ p e dʒ i
^cevada$	s e v a d ɐ
^roubar$	ʁ o b a ʁ
^telhado$	t e ʎ a d u
^luva$	l u v ɐ
^roncar$	ʁ õ k a ʁ
^disputa$	dʒ i ʃ p u t ɐ
^palmo$	p au m u
^intenção$	ĩ t ẽ s ɐ̃ũ
^antepassados$	ɐ̃ t e p a s a d u ʃ
^miçanga$	m i s ɐ̃ ɡ ɐ
^linha_de_pesca$	l i ɲ ɐ + dʒ i + p ɛ ʃ k ɐ
^enxada$	ẽ ʃ a d ɐ
^espuma$	i ʃ p u m ɐ
^brasas$	b ɾ a z a ʃ
^pus$	p u ʃ
^professor$	p ɾ o f e s ɔ ʁ
^tábua$	t a b u ɐ
^irmã_mais_velha$	i ʁ m ɐ̃ + m ai ʃ + v ɛ ʎ ɐ
^atrás$	a t ɾ a ʃ
^caldo$	k au d u
^colecionar$	k o l e s j o n a ʁ
^bonito$	b o n i t u
^este$	ɛ ʃ tʃ i
^molar$	m o l a ʁ
^cultivar$	k uu tʃ i v a ʁ
^cessar$	s e s a ʁ
^eu$	eu
^trepar$	t ɾ e p a ʁ
^inseto$	ĩ s ɛ t u
^pomba$	p õ b ɐ
^altar$	au t a ʁ
^mascar$	m a ʃ k a ʁ
^seiva$	s ei v ɐ
^galho$	ɡ a ʎ u
^cama$	k ɐ m ɐ
^arma$	a ʁ m ɐ
^segurar$	s e ɡ u ɾ a ʁ
^armas$	a ʁ m a ʃ
^mula$	m u l ɐ
^flor$	f l ɔ ʁ
^pulseira$	p uu s ei ɾ ɐ
^tronco$	t ɾ õ k u
^norte$	n ɔ ʁ tʃ i
^ombro$	õ b ɾ u
^porca$	p ɔ ʁ k ɐ
^feliz$	f e l i ʃ
^leite$	l ei tʃ i
^por_muito_tempo$	p u ʁ + m ũ j t u + t ẽ p u
^esculpir$	i ʃ k uu p i ʁ
^esposa$	i ʃ p ɔ z ɐ
^nome$	n ɔ m i
^torcer$	t o ʁ s e ʁ
^lado$	l a d u
^moldar$	m ɔu d a ʁ
^rama_bifurcada$	ʁ ɐ m ɐ + b i f u ʁ k a d ɐ
^parentes$	p a ɾ ẽ t e ʃ
^penhasco$	p e ɲ a ʃ k u
^só$	s ɔ
^rede$	ʁ ɛ dʒ i
^elas$	ɛ l a ʃ
^crânio$	k ɾ ɐ n j u
^raio$	ʁ ai u
^gamela$	ɡ ɐ m ɛ l ɐ
^alto$	au t u
^pinça$	p ĩ s ɐ
^baniana$	b ɐ n i ɐ n ɐ
^fruta$	f ɾ u t ɐ
^saúde$	s a u dʒ i
^mandar$	m ɐ̃ d a ʁ
^cacete$	k a s ɛ tʃ i
^espirrar$	i ʃ p i ʁ a ʁ
^galinha$	ɡ a l i ɲ ɐ
^fugir$	f u ʒ i ʁ
^pesar$	p e z a ʁ
^duvidar$	d u v i d a ʁ
^tapete$	t a p ɛ tʃ i
^agarrar$	a ɡ a ʁ a ʁ
^bronze$	b ɾ õ z i
^virar$	v i ɾ a ʁ
^mandioca$	m ɐ̃ d j ɔ k ɐ
^linho$	l i ɲ u
^descansar$	d e ʃ k ɐ̃ s a ʁ
^agachar-se$	a ɡ a ʃ a ʁ s i
^fome$	f ɔ m i
^pântano$	p ɐ̃ t ɐ n u
^moer$	m o e ʁ
^matraca$	m a t ɾ a k ɐ
^julgar$	ʒ uu ɡ a ʁ
^cinto$	s ĩ t u
^estragar$	i ʃ t ɾ a ɡ a ʁ
^couro$	k o ɾ u
^ajudar$	a ʒ u d a ʁ
^muco$	m u k u
^teto$	t ɛ t u
^copo$	k ɔ p u
^afundar$	a f ũ d a ʁ
^sabor$	s a b ɔ ʁ
^rã$	ʁ ɐ̃
^mão$	m ɐ̃ũ
^jangada$	ʒ ɐ̃ ɡ a d ɐ
^onze$	õ z i
^guardar$	ɡ w a ʁ d a ʁ
^fêmea$	f e m i ɐ
^bebida$	b e b i d ɐ
^quebrar$	k e b ɾ a ʁ
^prato$	p ɾ a t u
^levantar$	l e v ɐ̃ t a ʁ
^alfinete$	au f i n ɛ tʃ i
^três$	t ɾ e ʃ
^devagar$	d e v a ɡ a ʁ
^criado$	k ɾ i a d u
^escolher$	i ʃ k o ʎ e ʁ
^imposto$	ĩ p o ʃ t u
^cacho$	k a ʃ u
^esfolar$	i ʃ f o l a ʁ
^mastro$	m a ʃ t ɾ u
^estar_com_fome$	i ʃ t a ʁ + k õ + f ɔ m i
^estábulo$	i ʃ t a b u l u
^figo$	f i ɡ u
^ira$	i ɾ ɐ
^manteiga$	m ɐ̃ t ei ɡ ɐ
^distribuir$	dʒ i ʃ t ɾ i b ui ʁ
^fumaça$	f u m a s ɐ
^espelho$	i ʃ p e ʎ u
^brinco$	b ɾ ĩ k u
^arrastar-se$	a ʁ a ʃ t a ʁ s i
^mentir$	m ẽ tʃ i ʁ
^guinchar$	ɡ ĩ ʃ a ʁ
^rabo$	ʁ a b u
^linha$	l i ɲ ɐ
^poeta$	p o ɛ t ɐ
^fonte$	f õ tʃ i
^cheiroso$	ʃ ei ɾ ɔ z u
^bola$	b o l ɐ
^hora$	ɔ ɾ ɐ
^cântaro$	k ɐ̃ t a ɾ u
^barriga$	b a ʁ i ɡ ɐ
^portão$	p o ʁ t ɐ̃ũ
^trair$	t ɾ a i ʁ
^lágrima$	l a ɡ ɾ i m ɐ
^gerar$	ʒ e ɾ a ʁ
^comprimir$	k õ p ɾ i m i ʁ
^cerca$	s ɛ ʁ k ɐ
^elefante$	i l e f ɐ̃ tʃ i
^amassar$	ɐ m a s a ʁ
^coco$	k ɔ k u
^boca$	b ɔ k ɐ
^fumar$	f u m a ʁ
^murmurar$	m u ʁ m u ɾ a ʁ
^mar$	m a ʁ
^pedaço$	p e d a s u
^torcido$	t o ʁ s i d u
^assar$	a s a ʁ
^plano$	p l ɐ n u
^beira$	b ei ɾ ɐ
^cantar$	k ɐ̃ t a ʁ
^prego$	p ɾ ɛ ɡ u
^rosto$	ʁ ɔ ʃ t u
^arremessar$	a ʁ e m e s a ʁ
^trabalhar$	t ɾ a b a ʎ a ʁ
^cor$	k ɔ ʁ
^acordar$	a k o ʁ d a ʁ
^fácil$	f a s iu
^batata_doce$	b a t a t ɐ + d ɔ s i
^agitar$	a ʒ i t a ʁ
^ficar_em_pé$	f i k a ʁ + ẽĩ + p ɛ
^Deus$	d eu ʃ
^claro$	k l a ɾ u
^prisão$	p ɾ i z ɐ̃ũ
^anca$	ɐ̃ k ɐ
^casar$	k a z a ʁ
^ombreira$	õ b ɾ ei ɾ ɐ
^calcanhar$	k au k ɐ ɲ a ʁ
^gêmeos$	ʒ e m i u ʃ
^mosquito$	m o s k i t u
^fita_para_cabeça$	f i t ɐ + p a ɾ ɐ + k a b ɛ s ɐ
^engano$	ẽ ɡ ɐ n u
^bracelete$	b ɾ a s e l ɛ tʃ i
^mês$	m e ʃ
^vestido$	v e ʃ tʃ i d u
^sete$	s ɛ tʃ i
^par$	p a ʁ
^mulso$	m uu s u
^homem$	ɔ m ẽĩ
^cobre$	k ɔ b ɾ i
^vaga-lume$	v a ɡ a l u m i
^tristeza$	t ɾ i ʃ t ɛ z ɐ
^perseguir$	p e ʁ s e ɡ i ʁ
^religião$	ʁ e l i ʒ i ɐ̃ũ
^flauta$	f l au t ɐ
^extremidade$	i ʃ t ɾ e m i d a dʒ i
^ventilar$	v ẽ tʃ i l a ʁ
^pão$	p ɐ̃ũ
^são$	s ɐ̃ũ
^escultor$	i ʃ k uu t o ʁ
^gotejar$	ɡ o t e ʒ a ʁ
^baço$	b a s u
^luz$	l u ʃ
^ter_pena$	t e ʁ + p ɛ n ɐ
^defender$	d e f ẽ d e ʁ
^barrão$	b a ʁ ɐ̃ũ
^cego$	s ɛ ɡ u
^coceira$	k o s ei ɾ ɐ
^cilada$	s i l a d ɐ
^fada$	f a d ɐ
^meia$	m ei ɐ
^menino$	m e n i n u
^trazer$	t ɾ a z e ʁ
^multidão$	m uu tʃ i d ɐ̃ũ
^forja$	f ɔ ʁ ʒ ɐ
^barato$	b a ɾ a t u
^manhã$	m ɐ ɲ ɐ̃
^ferimento$	f e ɾ i m ẽ t u
^macho$	m a ʃ u
^avô$	a v o
^primo$	p ɾ i m u
^pastagem$	p a ʃ t a ʒ ẽĩ
^ferir$	f e ɾ i ʁ
^navegar$	n a v e ɡ a ʁ
^hospedeiro$	o ʃ p e d ei ɾ u
^chave$	ʃ a v i
^adultério$	a d uu t ɛ ɾ j u
^sábado$	s a b a d u
^empurrar$	ẽ p u ʁ a ʁ
^abençoar$	a b ẽ s o a ʁ
^almoço$	au m ɔ s u
^sacrifício$	s a k ɾ i f i s j u
^capitular$	k a p i t u l a ʁ
^perfurar$	p e ʁ f u ɾ a ʁ
^sair$	s a i ʁ
^coar$	k o a ʁ
^corajoso$	k o ɾ a ʒ ɔ z u
^seio$	s ei u
^poncho$	p õ ʃ u
^camundongo$	k ɐ m ũ d õ ɡ u
^ungüento$	ũ ɡ ẽ t u
^pestana$	p e ʃ t ɐ n ɐ
^inimigo$	i n i m i ɡ u
^quente$	k ẽ tʃ i
^lançar$	l ɐ̃ s a ʁ
^tu$	t u
^lança$	l ɐ̃ s ɐ
^trigo$	t ɾ i ɡ u
^eles$	ɛ l e ʃ
^descer$	d e ʃ s e ʁ
^emprestar$	ẽ p ɾ e ʃ t a ʁ
^canal$	k ɐ n au
^tribunal$	t ɾ i b u n au
^vomitar$	v o m i t a ʁ
^promontório$	p ɾ o m õ t ɔ ɾ j u
^forte$	f ɔ ʁ tʃ i
^sôbre$	s o b ɾ i
^adorar$	a d o ɾ a ʁ
^espremer$	i ʃ p ɾ e m e ʁ
^cedo$	s ɛ d u
^batalha$	b a t a ʎ ɐ
^veia$	v ei ɐ
^coxa$	k ɔ ʃ ɐ
^estação$	i ʃ t a s ɐ̃ũ
^porrete$	p o ʁ ɛ tʃ i
^boi$	b oi
^azeite$	a z ei tʃ i
^defecar$	d e f e k a ʁ
^moça$	m ɔ s ɐ
^ovelha$	o v e ʎ ɐ
^imaturo$	i m a t u ɾ u
^fim$	f ĩ
^mosca$	m ɔ ʃ k ɐ
^restituir$	ʁ e ʃ tʃ i t ui ʁ
^piolho$	p j ɔ ʎ u
^rato$	ʁ a t u
^estanho$	i ʃ t ɐ ɲ u
^nádegas$	n a d e ɡ a ʃ
^toco$	t ɔ k u
^mole$	m ɔ l i
^avarento$	a v a ɾ ẽ t u
^abrir$	a b ɾ i ʁ
^encontrar$	ẽ k õ t ɾ a ʁ
^pá$	p a
^somente$	s o m ẽ tʃ i
^cozido$	k o z i d u
^corneta$	k o ʁ n ɛ t ɐ
^buraco$	b u ɾ a k u
^vinte$	v ĩ tʃ i
^quebrado$	k e b ɾ a d u
^pilhagem$	p i ʎ a ʒ ẽĩ
^prima$	p ɾ i m ɐ
^gado$	ɡ a d u
^pequeno-almoço$	p e k e n o au m ɔ s u
^bota$	b ɔ t ɐ
^ombreira_da_porta$	õ b ɾ ei ɾ ɐ + d ɐ + p ɔ ʁ t ɐ
^adivinhar$	a dʒ i v i ɲ a ʁ
^amarelo$	ɐ m a ɾ ɛ l u
^alimento$	a l i m ẽ t u
^forno$	f ɔ ʁ n u
^arder$	a ʁ d e ʁ
^engolir$	ẽ ɡ o l i ʁ
^gengiva$	ʒ ẽ ʒ i v ɐ
^conta$	k õ t ɐ
^areia$	a ɾ ei ɐ
^anfitrião$	ɐ̃ f i t ɾ i ɐ̃ũ
^vós$	v ɔ ʃ
^terra_firme$	t ɛ ʁ ɐ + f i ʁ m i
^templo$	t ẽ p l u
^jovem$	ʒ ɔ v ẽĩ
^cheirar$	ʃ ei ɾ a ʁ
^ferver$	f e ʁ v e ʁ
^amar$	ɐ m a ʁ
^panela$	p ɐ n ɛ l ɐ
^mergulhar$	m e ʁ ɡ u ʎ a ʁ
^empilhar$	ẽ p i ʎ a ʁ
^estafado$	i ʃ t a f a d u
^morcego$	m o ʁ s ɛ ɡ u
^susto$	s u ʃ t u
^uva$	u v ɐ
^maré$	m a ɾ ɛ
^terremoto$	t e ʁ e m ɔ t u
^cérebro$	s ɛ ɾ e b ɾ u
^dentro$	d ẽ t ɾ u
^beber$	b e b e ʁ
^transpirar$	t ɾ ɐ̃ ʃ p i ɾ a ʁ
^bote$	b ɔ tʃ i
^segunda-feira$	s e ɡ ũ d a f ei ɾ ɐ
^puxar$	p u ʃ a ʁ
^estômago$	i ʃ t o m a ɡ u
^estranho$	i ʃ t ɾ ɐ ɲ u
^sarigüê$	s a ɾ i ɡ e
^tesoura$	t e z o ɾ ɐ
^unir$	u n i ʁ
^respiração$	ʁ e ʃ p i ɾ a s ɐ̃ũ
^parede$	p a ɾ ɛ dʒ i
^filho$	f i ʎ u
^fino$	f i n u
^viúva$	v i u v ɐ
^certo$	s ɛ ʁ t u
^abater$	a b a t e ʁ
^farejar$	f a ɾ e ʒ a ʁ
^pastor$	p a ʃ t o ʁ
^lêndea$	l ẽ dʒ i ɐ
^derrubar$	d e ʁ u b a ʁ
^andar$	ɐ̃ d a ʁ
^dirigir$	dʒ i ɾ i ʒ i ʁ
^lombriga$	l õ b ɾ i ɡ ɐ
^saia$	s ai ɐ
^macio$	m a s j u
^cozinha$	k o z i ɲ ɐ
^ruído$	ʁ u i d u
^perto$	p ɛ ʁ t u
^tenda$	t ẽ d ɐ
^ameaçar$	ɐ m i a s a ʁ
^sovela$	s o v ɛ l ɐ
^bacia$	b a s i ɐ
^tabaco$	t a b a k u
^governar$	ɡ o v e ʁ n a ʁ
^fazer$	f a z e ʁ
^ventre$	v ẽ t ɾ i
^agora$	a ɡ ɔ ɾ ɐ
^testículo$	t e ʃ tʃ i k u l u
^dez$	d ɛ ʃ
^primeiro$	p ɾ i m ei ɾ u
^touro$	t o ɾ u
^trinco$	t ɾ ĩ k u
^onda$	õ d ɐ
^espantado$	i ʃ p ɐ̃ t a d u
^gorro$	ɡ ɔ ʁ u
^reunir$	ʁ eu n i ʁ
^cachorro$	k a ʃ ɔ ʁ u
^ler$	l e ʁ
^pouco$	p o k u
^soltar$	s ɔu t a ʁ
^necessidade$	n e s e s i d a dʒ i
^imitar$	i m i t a ʁ
^testa$	t ɛ ʃ t ɐ
^pele$	p ɛ l i
^escorregar$	i ʃ k o ʁ e ɡ a ʁ
^esquecer-se$	i s k e s ɛ ʁ s i
^dar_um_pontapé$	d a ʁ + ũ + p õ t a p ɛ
^inferno$	ĩ f ɛ ʁ n u
^dever$	d e v e ʁ
^azar$	a z a ʁ
^jamais$	ʒ ɐ m ai ʃ
^nadar$	n a d a ʁ
^fragante$	f ɾ a ɡ ɐ̃ tʃ i
^garganta$	ɡ a ʁ ɡ ɐ̃ t ɐ
^seco$	s e k u
^cerveja$	s e ʁ v e ʒ ɐ
^uma$	u m ɐ
^negar$	n e ɡ a ʁ
^oceano$	o s i ɐ n u
^casa_de_jardim$	k a z ɐ + dʒ i + ʒ a ʁ dʒ ĩ
^bocejar$	b o s e ʒ a ʁ
^abanar$	a b ɐ n a ʁ
^levar_na_cabeça$	l e v a ʁ + n a + k a b ɛ s ɐ
^viver$	v i v e ʁ
^falta$	f au t ɐ
^inhame$	i ɲ ɐ m i
^delfim$	d ɛu f ĩ
^afirmativo$	a f i ʁ m a tʃ i v u
^cogumelo$	k o ɡ u m ɛ l u
^irmã_mais_nova$	i ʁ m ɐ̃ + m ai ʒ + n ɔ v ɐ
^chama$	ʃ ɐ m ɐ
^inverno$	ĩ v ɛ ʁ n u
^carvalho$	k a ʁ v a ʎ u
^mover$	m o v e ʁ
^conseguir$	k õ s e ɡ i ʁ
^fantasma$	f ɐ̃ t a ʒ m ɐ
^gato$	ɡ a t u
^juntar$	ʒ ũ t a ʁ
^nove$	n ɔ v i
^malagueta$	m a l a ɡ ɛ t ɐ
^escrever$	i ʃ k ɾ e v e ʁ
^terça-feira$	t e ʁ s a f ei ɾ ɐ
^direito$	dʒ i ɾ ei t u
^mercado$	m e ʁ k a d u
^tomar$	t o m a ʁ
^garra$	ɡ a ʁ ɐ
^cochichar$	k o ʃ i ʃ a ʁ
^feno$	f ɛ n u
^seis$	s ei ʃ
^ano$	ɐ n u
^peito$	p ei t u
^refeição$	ʁ e f ei s ɐ̃ũ
^danificar$	d ɐ n i f i k a ʁ
^surpreso$	s u ʁ p ɾ ɛ z u
^perguntar$	p e ʁ ɡ ũ t a ʁ
^borda$	b ɔ ʁ d ɐ
^bananeira$	b ɐ n ɐ n ei ɾ ɐ
^molhado$	m o ʎ a d u
^residir$	ʁ e z i dʒ i ʁ
^foice$	f oi s i
^ferreiro$	f e ʁ ei ɾ u
^debulhar$	d e b u ʎ a ʁ
^candeeiro$	k ɐ̃ d e ei ɾ u
