ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Value_in_Source,ConceptInSource,Borrowed,Borrowed_Score,Borrowed_Base,Age,Age_Score,Donor_Language,Donor_Meaning,Donor_Value
Wichi-OINTMENT-1,wold-Wichi-6-94-1,Wichi,OINTMENT,mak t’alho,mak_t’alho,m a k + t ʔ a lˠ o,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-SOAP-1,wold-Wichi-6-95-1,Wichi,SOAP,fwawun,fwawun,fʷ a w u n,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the soap,jabón
Wichi-MIRROR-1,wold-Wichi-6-96-1,Wichi,MIRROR,topeyakhi,topeyakhi,t o p e j a kʰ i,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-DWELLLIVERESIDE-1,wold-Wichi-7-11-1,Wichi,DWELLLIVERESIDE,ihi,ihi,i h i,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-HOUSE-1,wold-Wichi-7-12-1,Wichi,HOUSE,tow’et,tow’et,t o w ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-HUT-1,wold-Wichi-7-13-1,Wichi,HUT,hep,hep,h e p,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-HUT-2,wold-Wichi-7-13-2,Wichi,HUT,chechelhep,chechelhep,tʃ e tʃ e lˠ e p,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-TENT-1,wold-Wichi-7-14-1,Wichi,TENT,chechelhep,chechelhep,tʃ e tʃ e lˠ e p,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-YARD-1,wold-Wichi-7-15-1,Wichi,YARD,tokuyw’et,tokuyw’et,t o k u j w ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-COOKHOUSE-1,wold-Wichi-7-17-1,Wichi,COOKHOUSE,tolhatajw’et,tolhatajw’et,t o lˠ a t a xʷ ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-MEETINGHOUSE-1,wold-Wichi-7-18-1,Wichi,MEETINGHOUSE,toheseyw’et,toheseyw’et,t o h e s e j w ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-ROOM-1,wold-Wichi-7-21-1,Wichi,ROOM,tow’etch’ulh,tow’etch’ulh,t o w ʔ e t tʃ ʔ u l̥,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-DOOR-1,wold-Wichi-7-22-1,Wichi,DOOR,lape’,lape’,l a p e ʔ,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-LOCK-1,wold-Wichi-7-23-1,Wichi,LOCK,lape lhele,lape_lhele,l a p e + lˠ e l e,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-LATCH-1,wold-Wichi-7-231-1,Wichi,LATCH,lape lhele,lape_lhele,l a p e + lˠ e l e,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-KEY-1,wold-Wichi-7-24-1,Wichi,KEY,yawe,yawe,y a w e,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,key,llave
Wichi-WINDOW-1,wold-Wichi-7-25-1,Wichi,WINDOW,wentana,wentana,w e n t a n a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the window,ventana
Wichi-FLOOR-1,wold-Wichi-7-26-1,Wichi,FLOOR,hunhat,hunhat,h u n̥ a t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-FIREPLACE-1,wold-Wichi-7-31-1,Wichi,FIREPLACE,itoj toj wefw,itoj_toj_wefw,i t o x + t o x + w e fʷ,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-CHIMNEY-1,wold-Wichi-7-33-1,Wichi,CHIMNEY,tetsaj n’oyij,tetsaj_n’oyij,t e ts a x + n ʔ o j i x,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-BED-1,wold-Wichi-7-42-1,Wichi,BED,tomow’et,tomow’et,t o m o w ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-PILLOW-1,wold-Wichi-7-421-1,Wichi,PILLOW,tot’alaj,tot’alaj,t o t ʔ a l a x,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-BLANKET-1,wold-Wichi-7-422-1,Wichi,BLANKET,kulhtsa,kulhtsa,k u lˠ ts a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,blanket,colcha
Wichi-CHAIR-1,wold-Wichi-7-43-1,Wichi,CHAIR,towejw’et,towejw’et,t o w e xʷ ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-CHAIR-2,wold-Wichi-7-43-2,Wichi,CHAIR,siya,siya,s i j a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the chair,silla
Wichi-TABLE-1,wold-Wichi-7-44-1,Wichi,TABLE,mesa,mesa,m e s a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the table,mesa
Wichi-TORCHORLAMP-1,wold-Wichi-7-45-1,Wichi,TORCHORLAMP,tochokw,tochokw,t o tʃ o kʷ,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-CANDLE-1,wold-Wichi-7-46-1,Wichi,CANDLE,wela,wela,w e l a,,WOLD;Miller2020,,,,,,,True,1.0,,1850-1900,0.8,Spanish,sail,vela
Wichi-SHELF-1,wold-Wichi-7-47-1,Wichi,SHELF,tokaw’et,tokaw’et,t o k a w ʔ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-ROOF-1,wold-Wichi-7-51-1,Wichi,ROOF,hep lhetekch’u,hep_lhetekch’u,h e p + lˠ e t e k tʃ ʔ u,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-THATCH-1,wold-Wichi-7-52-1,Wichi,THATCH,hep lhetekch’u,hep_lhetekch’u,h e p + lˠ e t e k tʃ ʔ u,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-RIDGEPOLE-1,wold-Wichi-7-53-1,Wichi,RIDGEPOLE,lawhu lhile,lawhu_lhile,l a w̥ u + lˠ i l e,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-RAFTER-1,wold-Wichi-7-54-1,Wichi,RAFTER,hep sijlhiley,hep_sijlhiley,h e p + s i x lˠ i l e j,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-BEAM-1,wold-Wichi-7-55-1,Wichi,BEAM,heplhip lheley,heplhip_lheley,h e p lˠ i p + lˠ e l e j,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-POST-1,wold-Wichi-7-56-1,Wichi,POST,pusti,pusti,p u s t i,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the post or pole,poste
Wichi-BOARD-1,wold-Wichi-7-57-1,Wichi,BOARD,hal’o lhip,hal’o_lhip,h a l ʔ o + lˠ i p,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-BRICK-1,wold-Wichi-7-62-1,Wichi,BRICK,alulis,alulis,a l u l i s,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,adobe,adobe
Wichi-ADOBE-1,wold-Wichi-7-64-1,Wichi,ADOBE,alulis,alulis,a l u l i s,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,adobe,adobe
Wichi-FIELD-1,wold-Wichi-8-12-1,Wichi,FIELD,tokosw’et,tokosw’et,t o k o s + wˀ e t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-FENCE-1,wold-Wichi-8-16-1,Wichi,FENCE,tolafwek,tolafwek,t o l a fʷ e k,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-DITCH-1,wold-Wichi-8-17-1,Wichi,DITCH,toletsanek,toletsanek,t o l e ts a n e k,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-PLOUGH-1,wold-Wichi-8-21-1,Wichi,PLOUGH,isajhi,isajhi,i s a xʰ i,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-FURROW-1,wold-Wichi-8-212-1,Wichi,FURROW,tokos n’oyij,tokos_n’oyij,t o k o s + n ʔ o j i x,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-DIG-1,wold-Wichi-8-22-1,Wichi,DIG,tishi,tishi,t i s h i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-SPADE-1,wold-Wichi-8-23-1,Wichi,SPADE,asala,asala,a s a l a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,spade,azada
Wichi-SHOVEL-1,wold-Wichi-8-24-1,Wichi,SHOVEL,pala,pala,p a l a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,"shovel, paddle",pala
Wichi-HOE-1,wold-Wichi-8-25-1,Wichi,HOE,asalataj,asalataj,a s a l a t a x,,WOLD;Miller2020,,,,,,,True,1.0,azada ‘spade’,1940-present,0.7,Spanish,spade,azada
Wichi-PITCHFORK-1,wold-Wichi-8-26-1,Wichi,PITCHFORK,afwtsinaj,afwtsinaj,a fʷ ts i n a x,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-SOWSEEDS-1,wold-Wichi-8-31-1,Wichi,SOWSEEDS,tetchey,tetchey,t e t tʃ e j,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SOWSEEDS-2,wold-Wichi-8-31-2,Wichi,SOWSEEDS,itsayhat,itsayhat,i ts a j h a t,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-SEED-1,wold-Wichi-8-311-1,Wichi,SEED,tokoslhu’,tokoslhu’,t o k o s lˠ u ʔ,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-MOW-1,wold-Wichi-8-32-1,Wichi,MOW,yiset,yiset,y i s e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SICKLEORSCYTHE-1,wold-Wichi-8-33-1,Wichi,SICKLEORSCYTHE,matsetaj,matsetaj,m a ts e t a x,,WOLD;Miller2020,,,,,,,True,1.0,matsete<machete ‘machete’,1940-present,0.7,Spanish,machete,machete
Wichi-THRESH-1,wold-Wichi-8-34-1,Wichi,THRESH,ilanche lhuy,ilanche_lhuy,i l a n tʃ e + lˠ u j,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-WHEAT-1,wold-Wichi-8-43-1,Wichi,WHEAT,tiliwa,tiliwa,t i l i w a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the wheat,trigo
Wichi-MAIZE-1,wold-Wichi-8-47-1,Wichi,MAIZE,siputka,siputka,s i p u t k a,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-RICE-1,wold-Wichi-8-48-1,Wichi,RICE,alus,alus,a l u s,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the rice,arroz
Wichi-GRASS-1,wold-Wichi-8-51-1,Wichi,GRASS,hep,hep,h e p,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-HAY-1,wold-Wichi-8-52-1,Wichi,HAY,hep,hep,h e p,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-PLANTVEGETATION-1,wold-Wichi-8-53-1,Wichi,PLANTVEGETATION,tokos,tokos,t o k o s,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-PLANTSOMETHING-1,wold-Wichi-8-531-1,Wichi,PLANTSOMETHING,ithatcho’,ithatcho’,i tʰ a t tʃ o ʔ,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-PLANTSOMETHING-2,wold-Wichi-8-531-2,Wichi,PLANTSOMETHING,tetchey,tetchey,t e t tʃ e j,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-ROOT-1,wold-Wichi-8-54-1,Wichi,ROOT,lafwettsi,lafwettsi,l a fʷ e t t s i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-BRANCHORTWIG-1,wold-Wichi-8-55-1,Wichi,BRANCHORTWIG,lhacha,lhacha,lˠ a tʃ a,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-LEAF-1,wold-Wichi-8-56-1,Wichi,LEAF,lawule,lawule,l a w u l e,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-FLOWER-1,wold-Wichi-8-57-1,Wichi,FLOWER,lhawu,lhawu,lˠ a w u,,WOLD;Miller2020,,,,,,,False,0.5,,1850-1900,0.8,Pilagá,flower,law’o
Wichi-TREE-1,wold-Wichi-8-6-1,Wichi,TREE,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-OAK-1,wold-Wichi-8-61-1,Wichi,OAK,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-BEECH-1,wold-Wichi-8-62-1,Wichi,BEECH,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-BIRCH-1,wold-Wichi-8-63-1,Wichi,BIRCH,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-PINE-1,wold-Wichi-8-64-1,Wichi,PINE,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-FIR-1,wold-Wichi-8-65-1,Wichi,FIR,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-TOBACCO-1,wold-Wichi-8-68-1,Wichi,TOBACCO,yukwas,yukwas,y u kʷ a s,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SMOKEINHALE-1,wold-Wichi-8-69-1,Wichi,SMOKEINHALE,iwuts’ekwa,iwuts’ekwa,i w u ts ʔ e kʷ a,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-PIPE-1,wold-Wichi-8-691-1,Wichi,PIPE,tochethi,tochethi,t o tʃ e tʰ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-TREESTUMP-1,wold-Wichi-8-72-1,Wichi,TREESTUMP,hal’o,hal’o,h a l ʔ o,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-TREETRUNK-1,wold-Wichi-8-73-1,Wichi,TREETRUNK,hal’otes,hal’otes,h a l ʔ o t e s,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-FORKEDBRANCH-1,wold-Wichi-8-74-1,Wichi,FORKEDBRANCH,lhacha,lhacha,lˠ a tʃ a,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-BARK-1,wold-Wichi-8-75-1,Wichi,BARK,tolhistek,tolhistek,t o lˠ i s t e k,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-SAP-1,wold-Wichi-8-76-1,Wichi,SAP,hal’o lhits’i,hal’o_lhits’i,h a l ʔ o + lˠ i ts ʔ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-PALMTREE-1,wold-Wichi-8-81-1,Wichi,PALMTREE,fwitsekw,fwitsekw,fʷ i ts e kʷ,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SWEETPOTATO-1,wold-Wichi-8-91-1,Wichi,SWEETPOTATO,watata,watata,w a t a t a,,WOLD;Miller2020,,,,,,,True,1.0,,1850-1900,0.8,Spanish,sweet potato,batata
Wichi-CASSAVA-1,wold-Wichi-8-92-1,Wichi,CASSAVA,manyuku,manyuku,m a n j u k u,,WOLD;Miller2020,,,,,,,True,1.0,,1850-1900,0.8,Spanish,manioc,mandioca
Wichi-GOURD-1,wold-Wichi-8-93-1,Wichi,GOURD,ahwula,ahwula,a hʷ u l a,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-PUMPKIN-1,wold-Wichi-8-931-1,Wichi,PUMPKIN,ischin,ischin,i s tʃ i n,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SUGARCANE-1,wold-Wichi-8-941-1,Wichi,SUGARCANE,kanuhi,kanuhi,k a n u h i,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-NETTLE-1,wold-Wichi-8-97-1,Wichi,NETTLE,chesoy,chesoy,tʃ e s o j,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-MUSHROOM-1,wold-Wichi-8-98-1,Wichi,MUSHROOM,ahotlhu,ahotlhu,a h o t lˠ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-MUSHROOM-2,wold-Wichi-8-98-2,Wichi,MUSHROOM,mawutonek,mawutonek,m a w u t o n e k,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-WORKLABOUR-1,wold-Wichi-9-12-1,Wichi,WORKLABOUR,tochemet,tochemet,t o tʃ e m e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-BEND-1,wold-Wichi-9-14-1,Wichi,BEND,ichujnhathu,ichujnhathu,i tʃ u x n̥ a tʰ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-FOLD-1,wold-Wichi-9-15-1,Wichi,FOLD,hits’efwyenhu,hits’efwyenhu,h i ts ʔ e fʷ j e n̥ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-TIE-1,wold-Wichi-9-16-1,Wichi,TIE,inayhit,inayhit,i n a j h i t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-UNTIE-1,wold-Wichi-9-161-1,Wichi,UNTIE,ilanhi,ilanhi,i l a n̥ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-CHAIN-1,wold-Wichi-9-18-1,Wichi,CHAIN,kalenis,kalenis,k a l e n i s,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,chains,cadenas
Wichi-ROPE-1,wold-Wichi-9-19-1,Wichi,ROPE,niyokw,niyokw,n i j o kʷ,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-KNOT-1,wold-Wichi-9-192-1,Wichi,KNOT,lakutsu,lakutsu,l a k u ts u,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-STRIKEORBEAT-1,wold-Wichi-9-21-1,Wichi,STRIKEORBEAT,yikojlhi,yikojlhi,y i k o x lˠ i,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-POUND-1,wold-Wichi-9-211-1,Wichi,POUND,yikojhi,yikojhi,y i k o xʰ i,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-CUT-1,wold-Wichi-9-22-1,Wichi,CUT,yiset,yiset,y i s e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-CUTDOWN-1,wold-Wichi-9-221-1,Wichi,CUTDOWN,yiset,yiset,y i s e t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-CHOP-1,wold-Wichi-9-222-1,Wichi,CHOP,yenlhipeya,yenlhipeya,y e n lˠ i p e j a,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-STABTODEATH-1,wold-Wichi-9-223-1,Wichi,STABTODEATH,itsonhu,itsonhu,i ts o n̥ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-KNIFE-1,wold-Wichi-9-23-1,Wichi,KNIFE,lachinaj,lachinaj,l a tʃ i n a x,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SHEARS-1,wold-Wichi-9-24-1,Wichi,SHEARS,tishelis,tishelis,t i s h e l i s,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,scissors,tijeras
Wichi-AXE-1,wold-Wichi-9-25-1,Wichi,AXE,husan,husan,h u s a n,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-BREAKDESTROYORGETDESTROYED-1,wold-Wichi-9-26-1,Wichi,BREAKDESTROYORGETDESTROYED,ichohot,ichohot,i tʃ o h o t,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SPLIT-1,wold-Wichi-9-27-1,Wichi,SPLIT,hich’esaj,hich’esaj,h i tʃ ʔ e s a x,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-TEARSHRED-1,wold-Wichi-9-28-1,Wichi,TEARSHRED,y’ajhu,y’ajhu,y ʔ a xʰ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-STATUE-1,wold-Wichi-9-83-1,Wichi,STATUE,tolhenek,tolhenek,t o lˠ e n e k,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-PULLOFFSKIN-1,wold-Wichi-9-29-1,Wichi,PULLOFFSKIN,ilanhit’oj,ilanhit’oj,i l a n̥ i t ʔ o x,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-RUB-1,wold-Wichi-9-31-1,Wichi,RUB,ifwetlhi,ifwetlhi,i fʷ e t lˠ i,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-STRETCH-1,wold-Wichi-9-32-1,Wichi,STRETCH,itunhi,itunhi,i t u n̥ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-PULL-1,wold-Wichi-9-33-1,Wichi,PULL,itunhi,itunhi,i t u n̥ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-SPREADOUT-1,wold-Wichi-9-34-1,Wichi,SPREADOUT,itsoy,itsoy,i ts o j,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SPREADOUT-2,wold-Wichi-9-34-2,Wichi,SPREADOUT,iti’pe’,iti’pe’,i t i ʔ p e ʔ,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-HANGUP-1,wold-Wichi-9-341-1,Wichi,HANGUP,ifwehyenlhi,ifwehyenlhi,i fʷ e h j e n lˠ i,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-PRESS-1,wold-Wichi-9-342-1,Wichi,PRESS,hits’ifwinhu,hits’ifwinhu,h i ts ʔ i fʷ i n̥ u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-SQUEEZE-1,wold-Wichi-9-343-1,Wichi,SQUEEZE,hits’ifwin,hits’ifwin,h i ts ʔ i fʷ i n,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-POUR-1,wold-Wichi-9-35-1,Wichi,POUR,itsoy,itsoy,i ts o j,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-WASH-1,wold-Wichi-9-36-1,Wichi,WASH,ilej,ilej,i l e x,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-SWEEP-1,wold-Wichi-9-37-1,Wichi,SWEEP,isek,isek,i s e k,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-BROOM-1,wold-Wichi-9-38-1,Wichi,BROOM,eskuwa,eskuwa,e s k u w a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,broom,escoba
Wichi-TOOL-1,wold-Wichi-9-422-1,Wichi,TOOL,tochemetcha,tochemetcha,t o tʃ e m e t tʃ a,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-CARPENTER-1,wold-Wichi-9-43-1,Wichi,CARPENTER,kalpintelu,kalpintelu,k a l p i n t e l u,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the carpenter,carpintero
Wichi-BUILD-1,wold-Wichi-9-44-1,Wichi,BUILD,ipotsin,ipotsin,i p o ts i n,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-BORE-1,wold-Wichi-9-46-1,Wichi,BORE,ituyen,ituyen,i t u j e n,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-HOLLOWOUT-1,wold-Wichi-9-461-1,Wichi,HOLLOWOUT,tishu,tishu,t i s h u,,WOLD;Miller2020,,,,,,,False,0.0,,1900-1940,0.7,,,
Wichi-SAW-1,wold-Wichi-9-48-1,Wichi,SAW,alhetaj chos,alhetaj_chos,a lˠ e t a x + tʃ o s,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-HAMMER-1,wold-Wichi-9-49-1,Wichi,HAMMER,maltiya,maltiya,m a l t i j a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the hammer,martillo
Wichi-NAILTOOL-1,wold-Wichi-9-5-1,Wichi,NAILTOOL,hal’o lhele,hal’o_lhele,h a l ʔ o + lˠ e l e,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-BLACKSMITH-1,wold-Wichi-9-6-1,Wichi,BLACKSMITH,herrero,herrero,h e r r e r o,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the blacksmith,herrero
Wichi-GOLD-1,wold-Wichi-9-64-1,Wichi,GOLD,oro,oro,o r o,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,the gold,oro
Wichi-SILVER-1,wold-Wichi-9-65-1,Wichi,SILVER,plata,plata,p l a t a,,WOLD;Miller2020,,,,,,,True,1.0,,1940-present,0.7,Spanish,silver,plata
Wichi-IRON-1,wold-Wichi-9-67-1,Wichi,IRON,lachinaj,lachinaj,l a tʃ i n a x,,WOLD;Miller2020,,,,,,,False,0.0,,1850-1900,0.8,,,
Wichi-LEADCHEMICALELEMENT-1,wold-Wichi-9-68-1,Wichi,LEADCHEMICALELEMENT,lachinaj mukw,lachinaj_mukw,l a tʃ i n a x + m u kʷ,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
Wichi-POTTER-1,wold-Wichi-9-71-1,Wichi,POTTER,tolhokwewu,tolhokwewu,t o lˠ o kʷ e w u,,WOLD;Miller2020,,,,,,,False,0.0,,1940-present,0.7,,,
