ID	Name
ImbaburaQuechua	Imbabura Quechua
Mapudungun	Mapudungun
Otomi	Otomi
# Portuguese	PortugueseBR
Qeqchi	Q'eqchi'
Spanish	SpanishLA
Wichi	Wichí
Yaqui	Yaqui
ZinacantanTzotzil	Zinacantán Tzotzil
