ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID_0	BOR_FAM_0	SOURCE_LANGUAGE	SOURCE_ID
8092	Otomi	Otomanguean	FATHER-IN-LAW (OF MAN)	ndo̲hñä	ndo̲hñä	n d ə h ɲ ɐ			4 1 7 3 4 7	ACYBCZ	NTEHNE	3	3.N.C 3.T.C 3.E.V 3.H.C 3.N.C 3.E.V	2.0 1.5 1.3 1.75 1.5 0.8	ndəhɲɐ	0	0	3373-Otomanguean		
10275	ImbaburaQuechua	Quechuan	FATHER-IN-LAW (OF MAN)	swidru (1)	swidru	s w i d ɾ u	Spanish	suegro	3 6 7 1 5 7	ACXBCZ	SWITRY	1	1.S.C 1.W.C 1.I.V 1.T.C 1.R.C 1.Y.V	2.0 1.5 1.5 1.75 1.5 0.8	swidɾu	0	3371	3371-Quechuan	Spanish	1841
11428	Wichi	Matacoan	FATHER-IN-LAW (OF MAN)	tochoti	tochoti	t o tʃ o t i			1 7 1 7 1 7	AXBYBZ	TUTUTI	7	7.T.C 7.U.V 7.T.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	totʃoti	0	0	3377-Matacoan		
12712	Mapudungun	Araucanian	FATHER-IN-LAW (OF MAN)	chezkuy	chezkuy	tʃ e z k u y			1 7 3 1 7 7	AXMBYZ	TESKYY	2	2.T.C 2.E.V 2.S.c 2.K.C 2.Y.V 2.Y.V	2.0 1.5 1.1 1.75 1.3 0.8	tʃezkuy	0	0	3372-Araucanian		
163	Portuguese	Indo-European	FATHER-IN-LAW (OF WOMAN)	sogro	sogro	s ɔ ɡ ɾ u			3 7 1 5 7	AXBCZ	SUKRY	4	4.S.C 4.U.V 4.K.C 4.R.C 4.Y.V	2.0 1.5 1.75 1.5 0.8	sɔɡɾu	1	3380	3380-Indo-European	Spanish	1842
1842	Spanish	Indo-European	FATHER-IN-LAW (OF WOMAN)	suegro	suegro	s w e ɣ ɾ o			3 6 7 3 5 7	ACXBCZ	SWEGRU	6	6.S.C 6.W.C 6.E.V 6.G.C 6.R.C 6.U.V	2.0 1.5 1.5 1.75 1.5 0.8	sweɣɾo	1	3380	3380-Indo-European		
3598	Yaqui	Uto-Aztecan	FATHER-IN-LAW (OF WOMAN)	aseka	aseka	a s e k a			7 3 7 1 7	XBYBZ	ASEKA	8	8.A.V 8.S.C 8.E.V 8.K.C 8.A.V	1.5 1.75 1.3 1.75 0.8	aseka	0	0	3387-Uto-Aztecan		
5015	ZinacantanTzotzil	Mayan	FATHER-IN-LAW (OF WOMAN)	7alib molil	7alib_molil	ʔ a l i ɓ + m o l i l	Tzeltal	alib mamal	1 7 5 7 1 9 4 7 5 7 5	AXBYN_AXBYN	HALIP_MULIL	9	9.H.C 9.A.V 9.L.C 9.I.V 9.P.c 9._._ 9.M.C 9.U.V 9.L.C 9.I.V 9.L.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ʔaliɓ+molil	0	0	3388-Mayan		
6298	Qeqchi	Mayan	FATHER-IN-LAW (OF WOMAN)	xyuwa’ b’eelom	xyuwa’_b’eelom	ʃ j u w a ʔ + ɓ eː l o m			3 6 7 6 7 1 9 1 7 5 7 4	ACXBYN_AXBYN	SJYWAH_PELUM	5	5.S.C 5.J.C 5.Y.V 5.W.C 5.A.V 5.H.c 5._._ 5.P.C 5.E.V 5.L.C 5.U.V 5.M.c	2.0 1.5 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ʃjuwaʔ+ɓeːlom	0	0	3384-Mayan		
8093	Otomi	Otomanguean	FATHER-IN-LAW (OF WOMAN)	tsa (1)	tsa	ts a			2 7	AX	CA	3	3.C.C 3.A.V	2.0 1.5	tsa	1	0	3382-Otomanguean		
10276	ImbaburaQuechua	Quechuan	FATHER-IN-LAW (OF WOMAN)	swidru (2)	swidru	s w i d ɾ u	Spanish	suegro	3 6 7 1 5 7	ACXBCZ	SWITRY	1	1.S.C 1.W.C 1.I.V 1.T.C 1.R.C 1.Y.V	2.0 1.5 1.5 1.75 1.5 0.8	swidɾu	1	3380	3380-Quechuan	Spanish	1842
11429	Wichi	Matacoan	FATHER-IN-LAW (OF WOMAN)	tochoti	tochoti	t o tʃ o t i			1 7 1 7 1 7	AXBYBZ	TUTUTI	7	7.T.C 7.U.V 7.T.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	totʃoti	1	0	3386-Matacoan		
12713	Mapudungun	Araucanian	FATHER-IN-LAW (OF WOMAN)	püñmu	püñmu	p ɨ ɲ m u			1 7 4 4 7	AXMBZ	PINMY	2	2.P.C 2.I.V 2.N.c 2.M.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	pɨɲmu	1	0	3381-Araucanian		
1397	Portuguese	Indo-European	FAULT	falta	falta	f au t ɐ			3 7 1 7	AXBZ	BATE	4	4.B.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	fautɐ	0	0	3391-Indo-European		
1398	Portuguese	Indo-European	FAULT	culpa	culpa	k uu p ɐ			1 7 1 7	AXBZ	KYPE	4	4.K.C 4.Y.V 4.P.C 4.E.V	2.0 1.5 1.75 0.8	kuupɐ	0	3393	3393-Indo-European	Spanish	3142
3142	Spanish	Indo-European	FAULT	culpa	culpa	k u l p a			1 7 5 1 7	AXMBZ	KYLPA	6	6.K.C 6.Y.V 6.L.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	kulpa	0	3393	3393-Indo-European		
4655	Yaqui	Uto-Aztecan	FAULT	kulpa	kulpa	k u l p a	Spanish	culpa	1 7 5 1 7	AXMBZ	KYLPA	8	8.K.C 8.Y.V 8.L.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	kulpa	0	3393	3393-Uto-Aztecan	Spanish	3142
5967	ZinacantanTzotzil	Mayan	FAULT	palta	palta	pʰ a l t a	Spanish	falta	1 7 5 1 7	AXMBZ	PALTA	9	9.P.C 9.A.V 9.L.c 9.T.C 9.A.V	2.0 1.5 1.1 1.75 0.8	pʰalta	0	0	3391-Mayan		
7652	Qeqchi	Mayan	FAULT	maak (1)	maak	m aː kʰ			4 7 1	AXN	MAK	5	5.M.C 5.A.V 5.K.c	2.0 1.5 0.8	maːkʰ	0	0	3392-Mayan		
9715	Otomi	Otomanguean	FAULT	ts'oku̲te	ts'oku̲te	ts ʔ o k u t̪ e			2 1 7 1 7 1 7	ACYBYBZ	CHUKYTE	3	3.C.C 3.H.C 3.U.V 3.K.C 3.Y.V 3.T.C 3.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	tsʔokut̪e	0	0	3390-Otomanguean		
9716	Otomi	Otomanguean	FAULT	hingi ho	hingi_ho	h i n g i + h o			3 7 4 1 7 9 3 7	AXMBZ_AX	HINKI_HU	3	3.H.C 3.I.V 3.N.c 3.K.C 3.I.V 3._._ 3.H.C 3.U.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	hingi+ho	1	0	3397-Otomanguean		
11133	ImbaburaQuechua	Quechuan	FAULT	jatun jucha (1)	jatun_jucha	x a t u n + x u tʃ a			3 7 1 7 4 9 3 7 1 7	AXBYN_AXBZ	GATYN_GYTA	1	1.G.C 1.A.V 1.T.C 1.Y.V 1.N.c 1._._ 1.G.C 1.Y.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	xatun+xutʃa	0	0	3389-Quechuan		
12350	Wichi	Matacoan	FAULT	tamenej	tamenej	t a m e n e x			1 7 4 7 4 7 3	AXBYBYN	TAMENEG	7	7.T.C 7.A.V 7.M.C 7.E.V 7.N.C 7.E.V 7.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tamenex	0	0	3394-Matacoan		
1382	Portuguese	Indo-European	FEAR (FRIGHT)	medo	medo	m e d u			4 7 1 7	AXBZ	METY	4	4.M.C 4.E.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	medu	0	0	3401-Indo-European		
1383	Portuguese	Indo-European	FEAR (FRIGHT)	susto	susto	s u ʃ t u			3 7 3 1 7	AXMBZ	SYSTY	4	4.S.C 4.Y.V 4.S.c 4.T.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	suʃtu	0	0	3408-Indo-European		
3124	Spanish	Indo-European	FEAR (FRIGHT)	miedo	miedo	m j e ð o			4 6 7 3 7	ACXBZ	MJEDU	6	6.M.C 6.J.C 6.E.V 6.D.C 6.U.V	2.0 1.5 1.5 1.75 0.8	mjeðo	0	0	3401-Indo-European		
3125	Spanish	Indo-European	FEAR (FRIGHT)	susto	susto	s u s t o			3 7 3 1 7	AXMBZ	SYSTU	6	6.S.C 6.Y.V 6.S.c 6.T.C 6.U.V	2.0 1.5 1.1 1.75 0.8	susto	0	0	3408-Indo-European		
4641	Yaqui	Uto-Aztecan	FEAR (FRIGHT)	majairi	majairi	m a j a i r i			4 7 6 7 7 5 7	AXBYYBZ	MAJAIRI	8	8.M.C 8.A.V 8.J.C 8.A.V 8.I.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	majairi	0	0	3405-Uto-Aztecan		
5951	ZinacantanTzotzil	Mayan	FEAR (FRIGHT)	shi7el ba	shi7el_ba	ʃ i ʔ e l + ɓ a			3 7 1 7 5 9 1 7	AXBYN_AX	SIHEL_PA	9	9.S.C 9.I.V 9.H.C 9.E.V 9.L.c 9._._ 9.P.C 9.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	ʃiʔel+ɓa	0	0	3406-Mayan		
7630	Qeqchi	Mayan	FEAR (FRIGHT)	xiw	xiw	ʃ i w	Q’anjob’alan	xiw	3 7 6	AXN	SIW	5	5.S.C 5.I.V 5.W.c	2.0 1.5 0.8	ʃiw	0	0	3402-Mayan		
9691	Otomi	Otomanguean	FEAR (FRIGHT)	ntsu	ntsu	n ts u			4 2 7	ACZ	NCY	3	3.N.C 3.C.C 3.Y.V	2.0 1.5 0.8	ntsu	0	0	3400-Otomanguean		
9692	Otomi	Otomanguean	FEAR (FRIGHT)	xikwa	xikwa	x i kʷ a			3 7 1 7	AXBZ	GIKA	3	3.G.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	xikʷa	0	0	3407-Otomanguean		
11120	ImbaburaQuechua	Quechuan	FEAR (FRIGHT)	manchay	manchay	m a n dʒ a j			4 7 4 1 7 6	AXMBYN	MANTAJ	1	1.M.C 1.A.V 1.N.c 1.T.C 1.A.V 1.J.c	2.0 1.5 1.1 1.75 1.3 0.8	mandʒaj	0	0	3398-Quechuan		
12337	Wichi	Matacoan	FEAR (FRIGHT)	nuway	nuway	n u w a j			4 7 6 7 6	AXBYN	NYWAJ	7	7.N.C 7.Y.V 7.W.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	nuwaj	0	0	3404-Matacoan		
13607	Mapudungun	Araucanian	FEAR (FRIGHT)	llükan	llükan	ʎ ɨ k a n			5 7 1 7 4	AXBYN	LIKAN	2	2.L.C 2.I.V 2.K.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 0.8	ʎɨkan	0	0	3399-Araucanian		
388	Portuguese	Indo-European	FEATHER	pena	pena	p ɛ n ɐ			1 7 4 7	AXBZ	PENE	4	4.P.C 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	pɛnɐ	0	0	3412-Indo-European		
2085	Spanish	Indo-European	FEATHER	pluma	pluma	p l u m a			1 5 7 4 7	ACXBZ	PLYMA	6	6.P.C 6.L.C 6.Y.V 6.M.C 6.A.V	2.0 1.5 1.5 1.75 0.8	pluma	0	0	3414-Indo-European		
3795	Yaqui	Uto-Aztecan	FEATHER	boa	boa	b o a			1 7 7	AXZ	PUA	8	8.P.C 8.U.V 8.A.V	2.0 1.5 0.8	boa	0	0	3416-Uto-Aztecan		
5215	ZinacantanTzotzil	Mayan	FEATHER	k’uk’umal	k’uk’umal	kʼ u kʼ u m a l			1 7 1 7 4 7 5	AXBYBYN	KYKYMAL	9	9.K.C 9.Y.V 9.K.C 9.Y.V 9.M.C 9.A.V 9.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kʼukʼumal	0	0	3417-Mayan		
6532	Qeqchi	Mayan	FEATHER	rismal xul	rismal_xul	r i s m a l + ʃ u l			5 7 3 4 7 5 9 3 7 5	AXBCYN_AXN	RISMAL_SYL	5	5.R.C 5.I.V 5.S.C 5.M.C 5.A.V 5.L.c 5._._ 5.S.C 5.Y.V 5.L.c	2.0 1.5 1.75 1.5 1.3 0.8 0.0 2.0 1.5 0.8	rismal+ʃul	0	0	3413-Mayan		
6533	Qeqchi	Mayan	FEATHER	xik’	xik’	ʃ i kʼ			3 7 1	AXN	SIK	5	5.S.C 5.I.V 5.K.c	2.0 1.5 0.8	ʃikʼ	0	0	3418-Mayan		
8387	Otomi	Otomanguean	FEATHER	xi'ni	xi'ni	x i ˀn i			3 7 4 7	AXBZ	GINI	3	3.G.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	xiˀni	0	0	3411-Otomanguean		
10446	ImbaburaQuechua	Quechuan	FEATHER	alas	alas	a l a s	Spanish	alas	7 5 7 3	XBYN	ALAS	1	1.A.V 1.L.C 1.A.V 1.S.c	1.5 1.75 1.3 0.8	alas	0	0	3409-Quechuan		
11627	Wichi	Matacoan	FEATHER	afwenche w’ule	afwenche_w’ule	a fʷ e n tʃ e + w ʔ u l e			7 3 7 4 1 7 9 6 1 7 5 7	XBYMBZ_ACYBZ	ABENTE_WHYLE	7	7.A.V 7.B.C 7.E.V 7.N.c 7.T.C 7.E.V 7._._ 7.W.C 7.H.C 7.Y.V 7.L.C 7.E.V	1.5 1.75 1.3 1.1 1.75 0.8 0.0 2.0 1.5 1.3 1.75 0.8	afʷentʃe+wʔule	0	0	3415-Matacoan		
12899	Mapudungun	Araucanian	FEATHER	pichuñ	pichuñ	p i tʃ u ɲ			1 7 1 7 4	AXBYN	PITYN	2	2.P.C 2.I.V 2.T.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 0.8	pitʃuɲ	0	0	3410-Araucanian		
1320	Portuguese	Indo-European	FEEL	sentir	sentir	s ẽ tʃ i ʁ			3 7 1 7 5	AXBYN	SETIR	4	4.S.C 4.E.V 4.T.C 4.I.V 4.R.c	2.0 1.5 1.75 1.3 0.8	sẽtʃiʁ	0	3419	3419-Indo-European	Spanish	3060
3060	Spanish	Indo-European	FEEL	sentir	sentir	s e n t i ɾ			3 7 4 1 7 5	AXMBYN	SENTIR	6	6.S.C 6.E.V 6.N.c 6.T.C 6.I.V 6.R.c	2.0 1.5 1.1 1.75 1.3 0.8	sentiɾ	0	3419	3419-Indo-European		
4598	Yaqui	Uto-Aztecan	FEEL	ine’a	ine’a	i n e ʔ a			7 4 7 1 7	XBYBZ	INEHA	8	8.I.V 8.N.C 8.E.V 8.H.C 8.A.V	1.5 1.75 1.3 1.75 0.8	ineʔa	0	0	3426-Uto-Aztecan		
5914	ZinacantanTzotzil	Mayan	FEEL	7a7i	7a7i	ʔ a ʔ i			1 7 1 7	AXBZ	HAHI	9	9.H.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	ʔaʔi	0	0	3427-Mayan		
5915	ZinacantanTzotzil	Mayan	FEEL	hashpik	hashpik	h a ʃ p i k			3 7 3 1 7 1	AXMBYN	HASPIK	9	9.H.C 9.A.V 9.S.c 9.P.C 9.I.V 9.K.c	2.0 1.5 1.1 1.75 1.3 0.8	haʃpik	0	0	3427-Mayan		
7559	Qeqchi	Mayan	FEEL	ch'e'ok	ch'e'ok	tʃʼ e ʔ o kʰ			1 7 1 7 1	AXBYN	TEHUK	5	5.T.C 5.E.V 5.H.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	tʃʼeʔokʰ	0	0	3423-Mayan		
9625	Otomi	Otomanguean	FEEL	tsa̲ (2)	tsa̲	ts ɔ			2 7	AX	CU	3	3.C.C 3.U.V	2.0 1.5	tsɔ	0	0	3421-Otomanguean		
11079	ImbaburaQuechua	Quechuan	FEEL	sintina	sintina	s i n d i n a	Spanish	sentir	3 7 4 1 7 4 7	AXMBYBZ	SINTINA	1	1.S.C 1.I.V 1.N.c 1.T.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sindina	0	3419	3419-Quechuan	Spanish	3060
12293	Wichi	Matacoan	FEEL	tachasch’uya	tachasch’uya	t a tʃ a s tʃ ʔ u j a			1 7 1 7 3 1 1 7 6 7	AXBYLMBYBZ	TATASTHYJA	7	7.T.C 7.A.V 7.T.C 7.A.V 7.S.c 7.T.c 7.H.C 7.Y.V 7.J.C 7.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 1.3 1.75 0.8	tatʃastʃʔuja	0	0	3425-Matacoan		
13563	Mapudungun	Araucanian	FEEL	malün	malün	m a l ɨ n			4 7 5 7 4	AXBYN	MALIN	2	2.M.C 2.A.V 2.L.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	malɨn	0	0	3420-Araucanian		
613	Portuguese	Indo-European	FELT	feltro	feltro	f ɛu t ɾ u			3 7 1 5 7	AXBCZ	BETRY	4	4.B.C 4.E.V 4.T.C 4.R.C 4.Y.V	2.0 1.5 1.75 1.5 0.8	fɛutɾu	0	3428	3428-Indo-European	Spanish	2304
2304	Spanish	Indo-European	FELT	fieltro	fieltro	f j ɛ l t ɾ o			3 6 7 5 1 5 7	ACXMBCZ	BJELTRU	6	6.B.C 6.J.C 6.E.V 6.L.c 6.T.C 6.R.C 6.U.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	fjɛltɾo	0	3428	3428-Indo-European		
3985	Yaqui	Uto-Aztecan	FELT	piltro	piltro	p i l t r o	Spanish	fieltro	1 7 5 1 5 7	AXMBCZ	PILTRU	8	8.P.C 8.I.V 8.L.c 8.T.C 8.R.C 8.U.V	2.0 1.5 1.1 1.75 1.5 0.8	piltro	0	3428	3428-Uto-Aztecan	Spanish	2304
8637	Otomi	Otomanguean	FELT	fyeltro	fyeltro	f j e l t̪ r o	Spanish	fieltro	3 6 7 5 1 5 7	ACXMBCZ	BJELTRU	3	3.B.C 3.J.C 3.E.V 3.L.c 3.T.C 3.R.C 3.U.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	fjelt̪ro	0	3428	3428-Otomanguean	Spanish	2304
196	Portuguese	Indo-European	FEMALE (OF ANIMAL)	feminino	feminino	f e m i n i n u			3 7 4 7 4 7 4 7	AXBYBYBZ	BEMININY	4	4.B.C 4.E.V 4.M.C 4.I.V 4.N.C 4.I.V 4.N.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	femininu	0	0	3432-Indo-European		
1880	Spanish	Indo-European	FEMALE (OF ANIMAL)	femenino	femenino	f e m e n i n o			3 7 4 7 4 7 4 7	AXBYBYBZ	BEMENINU	6	6.B.C 6.E.V 6.M.C 6.E.V 6.N.C 6.I.V 6.N.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	femenino	0	0	3432-Indo-European		
1881	Spanish	Indo-European	FEMALE (OF ANIMAL)	hembra	hembra	e m b ɾ a			7 4 1 5 7	XMBCZ	EMPRA	6	6.E.V 6.M.c 6.P.C 6.R.C 6.A.V	1.5 1.1 1.75 1.5 0.8	embɾa	0	0	3438-Indo-European		
3623	Yaqui	Uto-Aztecan	FEMALE (OF ANIMAL)	jamut	jamut	j a m u t			6 7 4 7 1	AXBYN	JAMYT	8	8.J.C 8.A.V 8.M.C 8.Y.V 8.T.c	2.0 1.5 1.75 1.3 0.8	jamut	0	0	3435-Uto-Aztecan		
5037	ZinacantanTzotzil	Mayan	FEMALE (OF ANIMAL)	me7 _______________	me7________________	m e ʔ			4 7 1	AXN	MEH	9	9.M.C 9.E.V 9.H.c	2.0 1.5 0.8	meʔ	0	0	3437-Mayan		
6329	Qeqchi	Mayan	FEMALE (OF ANIMAL)	ixq	ixq	i ʃ qʰ			7 3 1	XLN	ISK	5	5.I.V 5.S.c 5.K.c	1.5 1.1 0.8	iʃqʰ	0	0	3433-Mayan		
8162	Otomi	Otomanguean	FEMALE (OF ANIMAL)	tsu	tsu	ts u			2 7	AX	CY	3	3.C.C 3.Y.V	2.0 1.5	tsu	0	0	3431-Otomanguean		
10300	ImbaburaQuechua	Quechuan	FEMALE (OF ANIMAL)	warmi (5)	warmi	w a ɾ m i			6 7 5 4 7	AXMBZ	WARMI	1	1.W.C 1.A.V 1.R.c 1.M.C 1.I.V	2.0 1.5 1.1 1.75 0.8	waɾmi	0	0	3429-Quechuan		
11452	Wichi	Matacoan	FEMALE (OF ANIMAL)	atsinha	atsinha	a ts i n̥ a			7 2 7 4 7	XBYBZ	ACINA	7	7.A.V 7.C.C 7.I.V 7.N.C 7.A.V	1.5 1.75 1.3 1.75 0.8	atsin̥a	0	0	3435-Matacoan		
12743	Mapudungun	Araucanian	FEMALE (OF ANIMAL)	zomo	zomo	z o m o			3 7 4 7	AXBZ	SUMU	2	2.S.C 2.U.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	zomo	0	0	3430-Araucanian		
105	Portuguese	Indo-European	FEMALE (OF PERSON)	fêmea	fêmea	f e m i ɐ			3 7 4 7 7	AXBYZ	BEMIE	4	4.B.C 4.E.V 4.M.C 4.I.V 4.E.V	2.0 1.5 1.75 1.3 0.8	femiɐ	0	0	3442-Indo-European		
1786	Spanish	Indo-European	FEMALE (OF PERSON)	hembra	hembra	e m b ɾ a			7 4 1 5 7	XMBCZ	EMPRA	6	6.E.V 6.M.c 6.P.C 6.R.C 6.A.V	1.5 1.1 1.75 1.5 0.8	embɾa	1	0	3444-Indo-European		
3532	Yaqui	Uto-Aztecan	FEMALE (OF PERSON)	jamut	jamut	j a m u t			6 7 4 7 1	AXBYN	JAMYT	8	8.J.C 8.A.V 8.M.C 8.Y.V 8.T.c	2.0 1.5 1.75 1.3 0.8	jamut	1	0	3445-Uto-Aztecan		
6239	Qeqchi	Mayan	FEMALE (OF PERSON)	ixq	ixq	i ʃ qʰ			7 3 1	XLN	ISK	5	5.I.V 5.S.c 5.K.c	1.5 1.1 0.8	iʃqʰ	1	0	3443-Mayan		
8025	Otomi	Otomanguean	FEMALE (OF PERSON)	‘be̲hñä	‘be̲hñä	ˀb æ h ɲ ɐ			1 7 3 4 7	AXBCZ	PEHNE	3	3.P.C 3.E.V 3.H.C 3.N.C 3.E.V	2.0 1.5 1.75 1.5 0.8	ˀbæhɲɐ	0	0	3441-Otomanguean		
10232	ImbaburaQuechua	Quechuan	FEMALE (OF PERSON)	warmi (2)	warmi	w a ɾ m i			6 7 5 4 7	AXMBZ	WARMI	1	1.W.C 1.A.V 1.R.c 1.M.C 1.I.V	2.0 1.5 1.1 1.75 0.8	waɾmi	1	0	3439-Quechuan		
11389	Wichi	Matacoan	FEMALE (OF PERSON)	atsinha	atsinha	a ts i n̥ a			7 2 7 4 7	XBYBZ	ACINA	7	7.A.V 7.C.C 7.I.V 7.N.C 7.A.V	1.5 1.75 1.3 1.75 0.8	atsin̥a	1	0	3445-Matacoan		
12634	Mapudungun	Araucanian	FEMALE (OF PERSON)	zomo	zomo	z o m o			3 7 4 7	AXBZ	SUMU	2	2.S.C 2.U.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	zomo	1	0	3440-Araucanian		
741	Portuguese	Indo-European	FENCE	cerca	cerca	s ɛ ʁ k ɐ			3 7 5 1 7	AXMBZ	SERKE	4	4.S.C 4.E.V 4.R.c 4.K.C 4.E.V	2.0 1.5 1.1 1.75 0.8	sɛʁkɐ	0	0	3449-Indo-European		
2435	Spanish	Indo-European	FENCE	cerca	cerca	s ɛ ɾ k a			3 7 5 1 7	AXMBZ	SERKA	6	6.S.C 6.E.V 6.R.c 6.K.C 6.A.V	2.0 1.5 1.1 1.75 0.8	sɛɾka	0	0	3449-Indo-European		
2436	Spanish	Indo-European	FENCE	cerco	cerco	s ɛ ɾ k o			3 7 5 1 7	AXMBZ	SERKU	6	6.S.C 6.E.V 6.R.c 6.K.C 6.U.V	2.0 1.5 1.1 1.75 0.8	sɛɾko	0	0	3449-Indo-European		
4093	Yaqui	Uto-Aztecan	FENCE	kora	kora	k o r a	Spanish	corral	1 7 5 7	AXBZ	KURA	8	8.K.C 8.U.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	kora	0	0	3450-Uto-Aztecan		
5482	ZinacantanTzotzil	Mayan	FENCE	makol	makol	m a k o l			4 7 1 7 5	AXBYN	MAKUL	9	9.M.C 9.A.V 9.K.C 9.U.V 9.L.c	2.0 1.5 1.75 1.3 0.8	makol	0	0	3447-Mayan		
5483	ZinacantanTzotzil	Mayan	FENCE	mok	mok	m o k			4 7 1	AXN	MUK	9	9.M.C 9.U.V 9.K.c	2.0 1.5 0.8	mok	0	0	3458-Mayan		
6885	Qeqchi	Mayan	FENCE	koral	koral	k o ɾ a l	Spanish	corral	1 7 5 7 5	AXBYN	KURAL	5	5.K.C 5.U.V 5.R.C 5.A.V 5.L.c	2.0 1.5 1.75 1.3 0.8	koɾal	0	0	3450-Mayan		
8792	Otomi	Otomanguean	FENCE	jädo	jädo	x ɐ d o			3 7 1 7	AXBZ	GETU	3	3.G.C 3.E.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	xɐdo	0	0	3448-Otomanguean		
8793	Otomi	Otomanguean	FENCE	jot’i	jot’i	x o t̪ʼ i			3 7 1 7	AXBZ	GUTI	3	3.G.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	xot̪ʼi	0	0	3448-Otomanguean		
10676	ImbaburaQuechua	Quechuan	FENCE	kincha	kincha	k i n dʒ a			1 7 4 1 7	AXMBZ	KINTA	1	1.K.C 1.I.V 1.N.c 1.T.C 1.A.V	2.0 1.5 1.1 1.75 0.8	kindʒa	0	0	3446-Quechuan		
11867	Wichi	Matacoan	FENCE	tolafwek	tolafwek	t o l a fʷ e k			1 7 5 7 3 7 1	AXBYBYN	TULABEK	7	7.T.C 7.U.V 7.L.C 7.A.V 7.B.C 7.E.V 7.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tolafʷek	0	0	3452-Matacoan		
13143	Mapudungun	Araucanian	FENCE	malal	malal	m a l a l			4 7 5 7 5	AXBYN	MALAL	2	2.M.C 2.A.V 2.L.C 2.A.V 2.L.c	2.0 1.5 1.75 1.3 0.8	malal	0	0	3447-Araucanian		
13144	Mapudungun	Araucanian	FENCE	koral	koral	k o ɻ a l	Spanish	corral	1 7 5 7 5	AXBYN	KURAL	2	2.K.C 2.U.V 2.R.C 2.A.V 2.L.c	2.0 1.5 1.75 1.3 0.8	koɻal	0	0	3450-Araucanian		
466	Portuguese	Indo-European	FEVER	febre	febre	f ɛ b ɾ i			3 7 1 5 7	AXBCZ	BEPRI	4	4.B.C 4.E.V 4.P.C 4.R.C 4.I.V	2.0 1.5 1.75 1.5 0.8	fɛbɾi	0	0	3462-Indo-European		
2161	Spanish	Indo-European	FEVER	fiebre	fiebre	f j e β ɾ e			3 6 7 3 5 7	ACXBCZ	BJEBRE	6	6.B.C 6.J.C 6.E.V 6.B.C 6.R.C 6.E.V	2.0 1.5 1.5 1.75 1.5 0.8	fjeβɾe	0	0	3462-Indo-European		
