ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID_1	BOR_FAM_1	SOURCE_LANGUAGE_1	SOURCE_ID_1	BOR_ID_2	BOR_FAM_2	SOURCE_LANGUAGE_2	SOURCE_ID_2	BOR_ID_3	BOR_FAM_3	SOURCE_LANGUAGE_3	SOURCE_ID_3
5246	ZinacantanTzotzil	Mayan	VOMIT	shen	shen	ʃ e n			3 7 4	AXN	SEN	9	9.S.C 9.E.V 9.N.c	2.0 1.5 0.8	ʃen	0	0	10941-Mayan			0	10590-Mayan			0	9789-Mayan		
6567	Qeqchi	Mayan	VOMIT	xa'wak	xa'wak	ʃ a ʔ w a kʰ			3 7 1 6 7 1	AXBCYN	SAHWAK	5	5.S.C 5.A.V 5.H.C 5.W.C 5.A.V 5.K.c	2.0 1.5 1.75 1.5 1.3 0.8	ʃaʔwakʰ	0	0	10937-Mayan			0	10586-Mayan			0	9793-Mayan		
8420	Otomi	Otomanguean	VOMIT	e̲i	e̲i	æ i			7 7	XZ	EI	3	3.E.V 3.I.V	1.5 0.8	æi	1	0	10935-Otomanguean			0	10584-Otomanguean			0	9791-Otomanguean		
8421	Otomi	Otomanguean	VOMIT	tsogi	tsogi	ts o g i			2 7 1 7	AXBZ	CUKI	3	3.C.C 3.U.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	tsogi	1	0	10942-Otomanguean			0	10591-Otomanguean			0	9798-Otomanguean		
8422	Otomi	Otomanguean	VOMIT	'yaha	'yaha	ˀj a h a			6 7 3 7	AXBZ	JAHA	3	3.J.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	ˀjaha	0	0	10943-Otomanguean			0	10592-Otomanguean			0	9793-Otomanguean		
8423	Otomi	Otomanguean	VOMIT	'ñe̲i (2)	'ñe̲i	ˀɲ æ i			4 7 7	AXZ	NEI	3	3.N.C 3.E.V 3.I.V	2.0 1.5 0.8	ˀɲæi	1	0	10935-Otomanguean			0	10584-Otomanguean			0	9791-Otomanguean		
10470	ImbaburaQuechua	Quechuan	VOMIT	lanzana	lanzana	l a n z a n a	Spanish	lanzar	5 7 4 3 7 4 7	AXMBYBZ	LANSANA	1	1.L.C 1.A.V 1.N.c 1.S.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	lanzana	0	0	10933-Quechuan			0	10582-Quechuan			0	9789-Quechuan		
11651	Wichi	Matacoan	VOMIT	tach’eylhi	tach’eylhi	t a tʃ ʔ e j lˠ i			1 7 1 1 7 6 5 7	AXMBYMBZ	TATHEJLI	7	7.T.C 7.A.V 7.T.c 7.H.C 7.E.V 7.J.c 7.L.C 7.I.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	tatʃʔejlˠi	0	0	10939-Matacoan			0	10588-Matacoan			0	9795-Matacoan		
12924	Mapudungun	Araucanian	VOMIT	rapin	rapin	ɻ a p i n			5 7 1 7 4	AXBYN	RAPIN	2	2.R.C 2.A.V 2.P.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	ɻapin	0	0	10934-Araucanian			0	10583-Araucanian			0	9789-Araucanian		
240	Portuguese	Indo-European	VULTURE	urubu	urubu	u ɾ u b u			7 5 7 1 7	XBYBZ	YRYPY	4	4.Y.V 4.R.C 4.Y.V 4.P.C 4.Y.V	1.5 1.75 1.3 1.75 0.8	uɾubu	0	0	10947-Indo-European			0	10596-Indo-European			0	9799-Indo-European		
241	Portuguese	Indo-European	VULTURE	abutre	abutre	a b u t ɾ i			7 1 7 1 5 7	XBYBCZ	APYTRI	4	4.A.V 4.P.C 4.Y.V 4.T.C 4.R.C 4.I.V	1.5 1.75 1.3 1.75 1.5 0.8	abutɾi	0	0	10949-Indo-European			0	10598-Indo-European			9801	9801-Indo-European	Spanish	1936
1936	Spanish	Indo-European	VULTURE	buitre	buitre	b w i t ɾ e			1 6 7 1 5 7	ACXBCZ	PWITRE	6	6.P.C 6.W.C 6.I.V 6.T.C 6.R.C 6.E.V	2.0 1.5 1.5 1.75 1.5 0.8	bwitɾe	0	0	10949-Indo-European			0	10598-Indo-European			9801	9801-Indo-European		
3663	Yaqui	Uto-Aztecan	VULTURE	tekoe	tekoe	t e k o e			1 7 1 7 7	AXBYZ	TEKUE	8	8.T.C 8.E.V 8.K.C 8.U.V 8.E.V	2.0 1.5 1.75 1.3 0.8	tekoe	0	0	10950-Uto-Aztecan			0	10599-Uto-Aztecan			0	9805-Uto-Aztecan		
5071	ZinacantanTzotzil	Mayan	VULTURE	shulem	shulem	ʃ u l e m			3 7 5 7 4	AXBYN	SYLEM	9	9.S.C 9.Y.V 9.L.C 9.E.V 9.M.c	2.0 1.5 1.75 1.3 0.8	ʃulem	0	0	10951-Mayan			0	10600-Mayan			0	9803-Mayan		
6376	Qeqchi	Mayan	VULTURE	so’sol	so’sol	s o ʔ s o l	Ch’olan	sosool	3 7 1 3 7 5	AXBCYN	SUHSUL	5	5.S.C 5.U.V 5.H.C 5.S.C 5.U.V 5.L.c	2.0 1.5 1.75 1.5 1.3 0.8	soʔsol	0	0	10948-Mayan			0	10597-Mayan			0	9803-Mayan		
8225	Otomi	Otomanguean	VULTURE	padá	padá	p a d a			1 7 1 7	AXBZ	PATA	3	3.P.C 3.A.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	pada	0	0	10946-Otomanguean			0	10595-Otomanguean			9801	9801-Otomanguean	Spanish	1936
10337	ImbaburaQuechua	Quechuan	VULTURE	kuriquinga	kuriquinga	k u ɾ i q u i ŋ g a			1 7 5 7 1 7 7 4 1 7	AXBYBYYMBZ	KYRIKYINKA	1	1.K.C 1.Y.V 1.R.C 1.I.V 1.K.C 1.Y.V 1.I.V 1.N.c 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.1 1.75 0.8	kuɾiquiŋga	0	0	10944-Quechuan			0	10593-Quechuan			0	9799-Quechuan		
12787	Mapudungun	Araucanian	VULTURE	kanin	kanin	k a n i n			1 7 4 7 4	AXBYN	KANIN	2	2.K.C 2.A.V 2.N.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	kanin	0	0	10945-Araucanian			0	10594-Araucanian			0	9800-Araucanian		
405	Portuguese	Indo-European	WAIST	cintura	cintura	s ĩ t u ɾ ɐ			3 7 1 7 5 7	AXBYBZ	SITYRE	4	4.S.C 4.I.V 4.T.C 4.Y.V 4.R.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	sĩtuɾɐ	0	10952	10952-Indo-European	Spanish	2101	10601	10601-Indo-European	Spanish	2101	9806	9806-Indo-European	Spanish	2101
2101	Spanish	Indo-European	WAIST	cintura	cintura	s i n t u ɾ a			3 7 4 1 7 5 7	AXMBYBZ	SINTYRA	6	6.S.C 6.I.V 6.N.c 6.T.C 6.Y.V 6.R.C 6.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sintuɾa	0	10952	10952-Indo-European			10601	10601-Indo-European			9806	9806-Indo-European		
3810	Yaqui	Uto-Aztecan	WAIST	wikosa	wikosa	w i k o s a			6 7 1 7 3 7	AXBYBZ	WIKUSA	8	8.W.C 8.I.V 8.K.C 8.U.V 8.S.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wikosa	1	0	10959-Uto-Aztecan			0	10608-Uto-Aztecan			0	9813-Uto-Aztecan		
5228	ZinacantanTzotzil	Mayan	WAIST	ch’util	ch’util	tʃʼ u t i l			1 7 1 7 5	AXBYN	TYTIL	9	9.T.C 9.Y.V 9.T.C 9.I.V 9.L.c	2.0 1.5 1.75 1.3 0.8	tʃʼutil	0	0	10960-Mayan			0	10609-Mayan			0	9812-Mayan		
5229	ZinacantanTzotzil	Mayan	WAIST	chukbenal	chukbenal	tʃʰ u k ɓ e n a l			1 7 1 1 7 4 7 5	AXMBYBYN	TYKPENAL	9	9.T.C 9.Y.V 9.K.c 9.P.C 9.E.V 9.N.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	tʃʰukɓenal	0	0	10962-Mayan			0	10611-Mayan			0	9816-Mayan		
6547	Qeqchi	Mayan	WAIST	sa' yi	sa'_yi	s a ʔ + j i			3 7 1 9 6 7	AXN_AX	SAH_JI	5	5.S.C 5.A.V 5.H.c 5._._ 5.J.C 5.I.V	2.0 1.5 0.8 0.0 2.0 1.5	saʔ+ji	0	0	10956-Mayan			0	10605-Mayan			0	9810-Mayan		
6548	Qeqchi	Mayan	WAIST	yiib'ej	yiib'ej	j iː ɓ e x			6 7 1 7 3	AXBYN	JIPEG	5	5.J.C 5.I.V 5.P.C 5.E.V 5.G.c	2.0 1.5 1.75 1.3 0.8	jiːɓex	0	0	10961-Mayan			0	10610-Mayan			0	9810-Mayan		
6549	Qeqchi	Mayan	WAIST	yiitoq	yiitoq	j iː t o qʰ			6 7 1 7 1	AXBYN	JITUK	5	5.J.C 5.I.V 5.T.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	jiːtoqʰ	0	0	10963-Mayan			0	10610-Mayan			0	9810-Mayan		
8403	Otomi	Otomanguean	WAIST	ngu̲t'i	ngu̲t'i	n g u t̪ʼ i			4 1 7 1 7	ACYBZ	NKYTI	3	3.N.C 3.K.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	ngut̪ʼi	0	0	10954-Otomanguean			0	10603-Otomanguean			0	9808-Otomanguean		
10458	ImbaburaQuechua	Quechuan	WAIST	sintura	sintura	s i n d u ɾ a	Spanish	cintura	3 7 4 1 7 5 7	AXMBYBZ	SINTYRA	1	1.S.C 1.I.V 1.N.c 1.T.C 1.Y.V 1.R.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sinduɾa	0	10952	10952-Quechuan	Spanish	2101	10601	10601-Quechuan	Spanish	2101	9806	9806-Quechuan	Spanish	2101
11640	Wichi	Matacoan	WAIST	toselak	toselak	t o s e l a k			1 7 3 7 5 7 1	AXBYBYN	TUSELAK	7	7.T.C 7.U.V 7.S.C 7.E.V 7.L.C 7.A.V 7.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	toselak	0	0	10958-Matacoan			0	10607-Matacoan			0	9812-Matacoan		
12912	Mapudungun	Araucanian	WAIST	trariwtuwe	trariwtuwe	ʈʂ a ɻ i w t u w e			2 7 5 7 6 1 7 6 7	AXBYMBYBZ	CARIWTYWE	2	2.C.C 2.A.V 2.R.C 2.I.V 2.W.c 2.T.C 2.Y.V 2.W.C 2.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ʈʂaɻiwtuwe	0	0	10953-Araucanian			0	10602-Araucanian			0	9807-Araucanian		
431	Portuguese	Indo-European	WAKE UP	acordar	acordar	a k o ʁ d a ʁ			7 1 7 5 1 7 5	XBYMBYN	AKURTAR	4	4.A.V 4.K.C 4.U.V 4.R.c 4.T.C 4.A.V 4.R.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	akoʁdaʁ	0	0	10967-Indo-European			0	10615-Indo-European			9817	9817-Indo-European	Spanish	2126
2126	Spanish	Indo-European	WAKE UP	despertarse	despertarse	d ɛ s p ɛ ɾ t a ɾ s e			1 7 3 1 7 5 1 7 5 3 7	AXMBYMBYMBZ	TESPERTARSE	6	6.T.C 6.E.V 6.S.c 6.P.C 6.E.V 6.R.c 6.T.C 6.A.V 6.R.c 6.S.C 6.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.1 1.75 0.8	dɛspɛɾtaɾse	0	0	10969-Indo-European			0	10615-Indo-European			9817	9817-Indo-European		
3834	Yaqui	Uto-Aztecan	WAKE UP	busa	busa	b u s a			1 7 3 7	AXBZ	PYSA	8	8.P.C 8.Y.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	busa	0	0	10971-Uto-Aztecan			0	10619-Uto-Aztecan			0	9824-Uto-Aztecan		
5254	ZinacantanTzotzil	Mayan	WAKE UP	hulav	hulav	h u l a v			3 7 5 7 3	AXBYN	HYLAB	9	9.H.C 9.Y.V 9.L.C 9.A.V 9.B.c	2.0 1.5 1.75 1.3 0.8	hulav	0	0	10972-Mayan			0	10620-Mayan			0	9823-Mayan		
5255	ZinacantanTzotzil	Mayan	WAKE UP	vik’es ba	vik’es_ba	v i kʼ e s + ɓ a			3 7 1 7 3 9 1 7	AXBYN_AX	BIKES_PA	9	9.B.C 9.I.V 9.K.C 9.E.V 9.S.c 9._._ 9.P.C 9.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	vikʼes+ɓa	0	0	10973-Mayan			0	10621-Mayan			0	9826-Mayan		
6587	Qeqchi	Mayan	WAKE UP	ajk	ajk	a x kʰ	Yucatecan	*aj	7 3 1	XLN	AGK	5	5.A.V 5.G.c 5.K.c	1.5 1.1 0.8	axkʰ	0	0	10968-Mayan			0	10616-Mayan			0	9821-Mayan		
8432	Otomi	Otomanguean	WAKE UP	tsa̲ (1)	tsa̲	ts ɔ			2 7	AX	CU	3	3.C.C 3.U.V	2.0 1.5	tsɔ	1	0	10966-Otomanguean			0	10614-Otomanguean			0	9818-Otomanguean		
10477	ImbaburaQuechua	Quechuan	WAKE UP	rikcharina	rikcharina	ʐ i k tʃ a ɾ i n a			3 7 1 1 7 5 7 4 7	AXMBYBYBZ	SIKTARINA	1	1.S.C 1.I.V 1.K.c 1.T.C 1.A.V 1.R.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ʐiktʃaɾina	0	0	10964-Quechuan			0	10612-Quechuan			9817	9817-Quechuan	Spanish	2126
11658	Wichi	Matacoan	WAKE UP	t’iselit	t’iselit	t ʔ i s e l i t			1 1 7 3 7 5 7 1	ACYBYBYN	THISELIT	7	7.T.C 7.H.C 7.I.V 7.S.C 7.E.V 7.L.C 7.I.V 7.T.c	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	tʔiselit	0	0	10970-Matacoan			0	10618-Matacoan			0	9823-Matacoan		
12931	Mapudungun	Araucanian	WAKE UP	trepen	trepen	ʈʂ e p e n			2 7 1 7 4	AXBYN	CEPEN	2	2.C.C 2.E.V 2.P.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	ʈʂepen	0	0	10965-Araucanian			0	10613-Araucanian			0	9818-Araucanian		
1526	Portuguese	Indo-European	WALKING STICK	bastão	bastão	b a ʃ t ɐ̃ũ			1 7 3 1 7	AXMBZ	PASTE	4	4.P.C 4.A.V 4.S.c 4.T.C 4.E.V	2.0 1.5 1.1 1.75 0.8	baʃtɐ̃ũ	0	10977	10977-Indo-European	Spanish	3293	10625	10625-Indo-European	Spanish	3293	9830	9830-Indo-European	Spanish	3293
1527	Portuguese	Indo-European	WALKING STICK	bengala	bengala	b ẽ ɡ a l ɐ			1 7 1 7 5 7	AXBYBZ	PEKALE	4	4.P.C 4.E.V 4.K.C 4.A.V 4.L.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	bẽɡalɐ	0	0	10983-Indo-European			0	10631-Indo-European			0	9834-Indo-European		
3293	Spanish	Indo-European	WALKING STICK	bastón	bastón	b a s t o n			1 7 3 1 7 4	AXMBYN	PASTUN	6	6.P.C 6.A.V 6.S.c 6.T.C 6.U.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	baston	0	10977	10977-Indo-European			10625	10625-Indo-European			9830	9830-Indo-European		
3294	Spanish	Indo-European	WALKING STICK	bordón	bordón	b o ɾ ð o n			1 7 5 3 7 4	AXMBYN	PURDUN	6	6.P.C 6.U.V 6.R.c 6.D.C 6.U.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	boɾðon	0	0	10985-Indo-European			0	10633-Indo-European			9830	9830-Indo-European		
4772	Yaqui	Uto-Aztecan	WALKING STICK	baara	baara	b aː r a	Spanish	vara	1 7 5 7	AXBZ	PARA	8	8.P.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	baːra	0	0	10981-Uto-Aztecan			0	10629-Uto-Aztecan			0	9834-Uto-Aztecan		
6070	ZinacantanTzotzil	Mayan	WALKING STICK	namte7al	namte7al	n a m t e ʔ a l			4 7 4 1 7 1 7 5	AXMBYBYN	NAMTEHAL	9	9.N.C 9.A.V 9.M.c 9.T.C 9.E.V 9.H.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	namteʔal	0	0	10982-Mayan			0	10630-Mayan			0	9829-Mayan		
6071	ZinacantanTzotzil	Mayan	WALKING STICK	te7	te7	t e ʔ			1 7 1	AXN	TEH	9	9.T.C 9.E.V 9.H.c	2.0 1.5 0.8	teʔ	1	0	10986-Mayan			0	10630-Mayan			0	9829-Mayan		
7781	Qeqchi	Mayan	WALKING STICK	b'axton	b'axton	ɓ a ʃ t o n	Spanish	bastón	1 7 3 1 7 4	AXMBYN	PASTUN	5	5.P.C 5.A.V 5.S.c 5.T.C 5.U.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ɓaʃton	0	10977	10977-Mayan	Spanish	3293	10625	10625-Mayan	Spanish	3293	9830	9830-Mayan	Spanish	3293
7782	Qeqchi	Mayan	WALKING STICK	xuq'	xuq'	ʃ u qʼ			3 7 1	AXN	SYK	5	5.S.C 5.Y.V 5.K.c	2.0 1.5 0.8	ʃuqʼ	0	0	10984-Mayan			0	10632-Mayan			0	9837-Mayan		
9945	Otomi	Otomanguean	WALKING STICK	ndo̲ho̲	ndo̲ho̲	n d ə h ə			4 1 7 3 7	ACYBZ	NTEHE	3	3.N.C 3.T.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 0.8	ndəhə	0	0	10976-Otomanguean			0	10624-Otomanguean			0	9829-Otomanguean		
11237	ImbaburaQuechua	Quechuan	WALKING STICK	tawna	tawna	t a w n a			1 7 6 4 7	AXMBZ	TAWNA	1	1.T.C 1.A.V 1.W.c 1.N.C 1.A.V	2.0 1.5 1.1 1.75 0.8	tawna	0	0	10974-Quechuan			0	10622-Quechuan			0	9827-Quechuan		
12459	Wichi	Matacoan	WALKING STICK	totset	totset	t o ts e t			1 7 2 7 1	AXBYN	TUCET	7	7.T.C 7.U.V 7.C.C 7.E.V 7.T.c	2.0 1.5 1.75 1.3 0.8	totset	0	0	10980-Matacoan			0	10628-Matacoan			0	9833-Matacoan		
13719	Mapudungun	Araucanian	WALKING STICK	retrü	retrü	ɻ e ʈʂ ɨ			5 7 2 7	AXBZ	RECI	2	2.R.C 2.E.V 2.C.C 2.I.V	2.0 1.5 1.75 0.8	ɻeʈʂɨ	0	0	10975-Araucanian			0	10623-Araucanian			0	9828-Araucanian		
700	Portuguese	Indo-European	WALL (OF HOUSE)	parede	parede	p a ɾ ɛ dʒ i			1 7 5 7 1 7	AXBYBZ	PARETI	4	4.P.C 4.A.V 4.R.C 4.E.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	paɾɛdʒi	0	0	10989-Indo-European			0	10636-Indo-European			0	9840-Indo-European		
2395	Spanish	Indo-European	WALL (OF HOUSE)	pared	pared	p a ɾ ɛ ð			1 7 5 7 3	AXBYN	PARED	6	6.P.C 6.A.V 6.R.C 6.E.V 6.D.c	2.0 1.5 1.75 1.3 0.8	paɾɛð	0	0	10989-Indo-European			0	10636-Indo-European			0	9840-Indo-European		
2396	Spanish	Indo-European	WALL (OF HOUSE)	muro	muro	m u ɾ o			4 7 5 7	AXBZ	MYRU	6	6.M.C 6.Y.V 6.R.C 6.U.V	2.0 1.5 1.75 0.8	muɾo	0	0	10994-Indo-European			0	10641-Indo-European			0	9845-Indo-European		
4064	Yaqui	Uto-Aztecan	WALL (OF HOUSE)	sapti	sapti	s a p t i			3 7 1 1 7	AXMBZ	SAPTI	8	8.S.C 8.A.V 8.P.c 8.T.C 8.I.V	2.0 1.5 1.1 1.75 0.8	sapti	0	0	10992-Uto-Aztecan			0	10639-Uto-Aztecan			0	9839-Uto-Aztecan		
5454	ZinacantanTzotzil	Mayan	WALL (OF HOUSE)	7ibel	7ibel	ʔ i ɓ e l			1 7 1 7 5	AXBYN	HIPEL	9	9.H.C 9.I.V 9.P.C 9.E.V 9.L.c	2.0 1.5 1.75 1.3 0.8	ʔiɓel	1	0	10993-Mayan			0	10634-Mayan			0	9838-Mayan		
5455	ZinacantanTzotzil	Mayan	WALL (OF HOUSE)	pak’ na	pak’_na	pʰ a kʼ + n a			1 7 1 9 4 7	AXN_AX	PAK_NA	9	9.P.C 9.A.V 9.K.c 9._._ 9.N.C 9.A.V	2.0 1.5 0.8 0.0 2.0 1.5	pʰakʼ+na	0	0	10995-Mayan			0	10642-Mayan			0	9841-Mayan		
6847	Qeqchi	Mayan	WALL (OF HOUSE)	tz’ak	tz’ak	tsʼ a kʰ	Ch’olan	*tz’ahk	1 7 1	AXN	TAK	5	5.T.C 5.A.V 5.K.c	2.0 1.5 0.8	tsʼakʰ	0	0	10990-Mayan			0	10637-Mayan			0	9841-Mayan		
8742	Otomi	Otomanguean	WALL (OF HOUSE)	jot'i	jot'i	x o t̪ʼ i			3 7 1 7	AXBZ	GUTI	3	3.G.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	xot̪ʼi	1	0	10988-Otomanguean			0	10635-Otomanguean			0	9839-Otomanguean		
10651	ImbaburaQuechua	Quechuan	WALL (OF HOUSE)	pirka	pirka	p i ɾ k a			1 7 5 1 7	AXMBZ	PIRKA	1	1.P.C 1.I.V 1.R.c 1.K.C 1.A.V	2.0 1.5 1.1 1.75 0.8	piɾka	0	0	10987-Quechuan			0	10634-Quechuan			0	9838-Quechuan		
1385	Portuguese	Indo-European	WANT	desejo	desejo	d e z e ʒ u			1 7 3 7 3 7	AXBYBZ	TESESY	4	4.T.C 4.E.V 4.S.C 4.E.V 4.S.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	dezeʒu	0	0	10999-Indo-European			0	10646-Indo-European			0	9849-Indo-European		
3127	Spanish	Indo-European	WANT	anhelar	anhelar	a n e l a ɾ			7 4 7 5 7 5	XBYBYN	ANELAR	6	6.A.V 6.N.C 6.E.V 6.L.C 6.A.V 6.R.c	1.5 1.75 1.3 1.75 1.3 0.8	anelaɾ	0	0	11001-Indo-European			0	10648-Indo-European			9848	9848-Indo-European		
3128	Spanish	Indo-European	WANT	desear	desear	d e s e a ɾ			1 7 3 7 7 5	AXBYYN	TESEAR	6	6.T.C 6.E.V 6.S.C 6.E.V 6.A.V 6.R.c	2.0 1.5 1.75 1.3 1.3 0.8	deseaɾ	0	0	10999-Indo-European			0	10646-Indo-European			0	9849-Indo-European		
4643	Yaqui	Uto-Aztecan	WANT	waata	waata	w aː t a			6 7 1 7	AXBZ	WATA	8	8.W.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.75 0.8	waːta	1	0	11003-Uto-Aztecan			0	10650-Uto-Aztecan			0	9853-Uto-Aztecan		
5952	ZinacantanTzotzil	Mayan	WANT	7a7i	7a7i	ʔ a ʔ i			1 7 1 7	AXBZ	HAHI	9	9.H.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	ʔaʔi	1	0	11004-Mayan			0	10651-Mayan			0	9850-Mayan		
5953	ZinacantanTzotzil	Mayan	WANT	k’an	k’an	kʼ a n			1 7 4	AXN	KAN	9	9.K.C 9.A.V 9.N.c	2.0 1.5 0.8	kʼan	1	0	11007-Mayan			0	10644-Mayan			0	9847-Mayan		
5954	ZinacantanTzotzil	Mayan	WANT	nopilan	nopilan	n o p i l a n			4 7 1 7 5 7 4	AXBYBYN	NUPILAN	9	9.N.C 9.U.V 9.P.C 9.I.V 9.L.C 9.A.V 9.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nopilan	0	0	11008-Mayan			0	10655-Mayan			9848	9848-Mayan	Spanish	3127
7632	Qeqchi	Mayan	WANT	rahink	rahink	r a h i n kʰ			5 7 3 7 4 1	AXBYLN	RAHINK	5	5.R.C 5.A.V 5.H.C 5.I.V 5.N.c 5.K.c	2.0 1.5 1.75 1.3 1.1 0.8	rahinkʰ	0	0	11000-Mayan			0	10647-Mayan			0	9850-Mayan		
7633	Qeqchi	Mayan	WANT	atawank	atawank	a t a w a n kʰ			7 1 7 6 7 4 1	XBYBYLN	ATAWANK	5	5.A.V 5.T.C 5.A.V 5.W.C 5.A.V 5.N.c 5.K.c	1.5 1.75 1.3 1.75 1.3 1.1 0.8	atawankʰ	0	0	11005-Mayan			0	10652-Mayan			0	9853-Mayan		
9694	Otomi	Otomanguean	WANT	ne (2)	ne	n e			4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	ne	1	0	10998-Otomanguean			0	10645-Otomanguean			9848	9848-Otomanguean	Spanish	3127
11122	ImbaburaQuechua	Quechuan	WANT	munana	munana	m u n a n a			4 7 4 7 4 7	AXBYBZ	MYNANA	1	1.M.C 1.Y.V 1.N.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	munana	0	0	10996-Quechuan			0	10643-Quechuan			0	9846-Quechuan		
12339	Wichi	Matacoan	WANT	t’eynlo	t’eynlo	t ʔ e j n l o			1 1 7 6 4 5 7	ACYMBCZ	THEJNLU	7	7.T.C 7.H.C 7.E.V 7.J.c 7.N.C 7.L.C 7.U.V	2.0 1.5 1.3 1.1 1.75 1.5 0.8	tʔejnlo	0	0	11002-Matacoan			0	10649-Matacoan			0	9852-Matacoan		
13609	Mapudungun	Araucanian	WANT	küpa	küpa	k ɨ p a			1 7 1 7	AXBZ	KIPA	2	2.K.C 2.I.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	kɨpa	0	0	10997-Araucanian			0	10644-Araucanian			0	9847-Araucanian		
1337	Portuguese	Indo-European	WARM	quente	quente	k ẽ tʃ i			1 7 1 7	AXBZ	KETI	4	4.K.C 4.E.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	kẽtʃi	1	0	11012-Indo-European			0	10659-Indo-European			9857	9857-Indo-European	Spanish	3078
1338	Portuguese	Indo-European	WARM	cálido	cálido	k a l i d u			1 7 5 7 1 7	AXBYBZ	KALITY	4	4.K.C 4.A.V 4.L.C 4.I.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kalidu	0	0	11018-Indo-European			0	10665-Indo-European			9862	9862-Indo-European	Spanish	3079
3078	Spanish	Indo-European	WARM	tibio	tibio	t i β j o			1 7 3 6 7	AXBCZ	TIBJU	6	6.T.C 6.I.V 6.B.C 6.J.C 6.U.V	2.0 1.5 1.75 1.5 0.8	tiβjo	0	0	11014-Indo-European			0	10661-Indo-European			9857	9857-Indo-European		
3079	Spanish	Indo-European	WARM	cálido	cálido	k a l i ð o			1 7 5 7 3 7	AXBYBZ	KALIDU	6	6.K.C 6.A.V 6.L.C 6.I.V 6.D.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kaliðo	0	0	11018-Indo-European			0	10665-Indo-European			9862	9862-Indo-European		
4610	Yaqui	Uto-Aztecan	WARM	suka	suka	s u k a			3 7 1 7	AXBZ	SYKA	8	8.S.C 8.Y.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	suka	0	0	11016-Uto-Aztecan			0	10663-Uto-Aztecan			0	9854-Uto-Aztecan		
5926	ZinacantanTzotzil	Mayan	WARM	k’isin	k’isin	kʼ i s i n			1 7 3 7 4	AXBYN	KISIN	9	9.K.C 9.I.V 9.S.C 9.I.V 9.N.c	2.0 1.5 1.75 1.3 0.8	kʼisin	0	0	11017-Mayan			0	10664-Mayan			9862	9862-Mayan	Spanish	3079
